PCA1,PCA2,PCA3,PCA4,PCA5,,,,,,,
0.905608108,0.309324324,0.652463964,-0.432472973,0.223391892,,,,,,,48.49168508
1.149472973,0.565918919,0.596509009,-0.48659009,0.519527027,,,,,,,67.36687763
0.859144144,0.656765766,0.682396396,-0.124963964,0.363522523,,,,,,,59.83445312
0.520612613,0.868504505,0.564018018,-0.216513514,0.097387387,,,,,,,43.42839643
0.257081081,0.869243243,0.725972973,-0.09972973,-0.165081081,,,,,,,31.42644537
0.460279279,0.976171171,0.561018018,-0.153513514,0.130720721,,,,,,,44.48918373
0.440414414,0.973576577,0.57163964,-0.14872973,0.126585586,,,,,,,43.77191355
0.788878378,0.763135135,0.684707207,-0.059572072,0.394788288,,,,,,,60.53660532
0.605346847,0.398873874,0.743662162,-0.068454955,0.06531982,,,,,,,40.60062549
0.817545045,0.335801802,0.690373874,-0.231572072,0.348121622,,,,,,,50.60766669
0.711076577,0.487063063,0.508085586,-0.491022523,0.368923423,,,,,,,44.92592139
0.954941441,0.743657658,0.452130631,-0.54513964,0.665058559,,,,,,,63.80111392
0.732810811,0.805432432,0.51072973,-0.379630631,0.380189189,,,,,,,53.43543761
0.801009009,0.77636036,0.483441441,-0.575747748,0.251324324,,,,,,,50.6021858
0.895873874,0.567954955,0.753153153,-0.372198198,0.259126126,,,,,,,55.72356169
0.876009009,0.56536036,0.763774775,-0.367414414,0.254990991,,,,,,,55.00629149
0.615477477,0.660099099,0.83372973,-0.012963964,0.105189189,,,,,,,48.54977226
0.509009009,0.81136036,0.651441441,-0.272414414,0.125990991,,,,,,,42.86802698
0.844207207,0.651954955,0.650153153,-0.561531532,0.233126126,,,,,,,51.63113184
1.070738739,0.631882883,0.662531532,-0.596315315,0.506594595,,,,,,,65.00554609
1.104936937,0.677477477,0.717576577,-0.472765766,0.501396396,,,,,,,69.09018925
1.127801802,0.774072072,0.614954955,-0.239882883,0.618198198,,,,,,,75.3528913
1.108121622,0.553198198,0.780292793,-0.009094595,0.292878378,,,,,,,68.44296965
0.941923423,0.465603604,0.770914414,-0.037310811,-0.013923423,,,,,,,54.00776811
0.923121622,0.357531532,0.860292793,-0.198427928,-0.420454955,,,,,,,42.70484834
0.816653153,0.508792793,0.678004505,-0.457878378,-0.399653153,,,,,,,37.02310303
1.107184685,0.502720721,0.57304955,-0.556328829,-0.577518018,,,,,,,42.36714691
0.797720721,0.677495495,0.571648649,-0.346153153,-0.388720721,,,,,,,39.72016509
0.757252252,0.787756757,0.558027027,-0.287936937,-0.351252252,,,,,,,41.49822262
0.617117117,0.867351351,0.669738739,-0.084720721,-0.16045045,,,,,,,44.83189232
0.597252252,0.864756757,0.68036036,-0.079936937,-0.164585586,,,,,,,44.1146221
0.481054054,0.836828829,0.728648649,-0.061153153,-0.182720721,,,,,,,39.52155175
0.249522523,0.723900901,0.59927027,-0.107369369,-0.158522523,,,,,,,26.80944156
0.416121622,0.642864865,0.559292793,-0.186761261,-0.175788288,,,,,,,29.98308951
0.415923423,0.382936937,0.463914414,-0.244644144,-0.21359009,,,,,,,22.39257776
0.633121622,0.452864865,0.527626126,-0.326761261,-0.228454955,,,,,,,31.737315
0.77931982,0.306792793,0.688671171,-0.076878378,-0.240986486,,,,,,,38.85360071
1.113851351,0.398054054,0.812382883,0.205004505,-0.259518018,,,,,,,57.65305055
1.023720721,0.501828829,0.825315315,0.27518018,-0.232387387,,,,,,,57.6379326
0.931585586,0.69609009,0.708693694,0.144063063,-0.220918919,,,,,,,55.3235603
0.577387387,0.862162162,0.690981982,-0.075153153,-0.168720721,,,,,,,43.3973519
0.461189189,0.834234234,0.73927027,-0.056369369,-0.186855856,,,,,,,38.80428154
0.406387387,0.901495495,0.659981982,-0.126486486,-0.140054054,,,,,,,37.21496607
0.386522523,0.898900901,0.670603604,-0.121702703,-0.144189189,,,,,,,36.49769591
0.366657658,0.896306306,0.681225225,-0.116918919,-0.148324324,,,,,,,35.78042569
0.512522523,0.896567568,0.630603604,-0.010036036,-0.207189189,,,,,,,40.79919142
0.451990991,0.744306306,0.532225225,-0.004918919,-0.211657658,,,,,,,34.269467
0.391459459,0.592045045,0.433846847,0.000198198,-0.216126126,,,,,,,27.73974263
0.450121622,0.428531532,0.518959459,-0.121094595,-0.218788288,,,,,,,26.477221
0.793653153,0.349792793,0.754337838,0.051454955,-0.25031982,,,,,,,42.22097368
1.010851351,0.419720721,0.81804955,-0.030662162,-0.265184685,,,,,,,51.56571088
1.133716216,0.400648649,0.801761261,0.200220721,-0.255382883,,,,,,,58.37032076
0.801054054,0.625162162,0.691315315,0.034513514,-0.229720721,,,,,,,47.36311691
0.624522523,0.704900901,0.736603604,0.116297297,-0.214522523,,,,,,,43.8308339
0.270324324,0.870972973,0.718891892,-0.102918919,-0.162324324,,,,,,,31.90462551
0.209792793,0.718711712,0.620513514,-0.097801802,-0.166792793,,,,,,,25.37490116
0.542454955,0.494198198,0.730959459,0.067905405,-0.192454955,,,,,,,36.38210497
0.84531982,0.265792793,0.857337838,0.240788288,-0.22431982,,,,,,,46.31340353
1.062518018,0.335720721,0.92104955,0.158671171,-0.239184685,,,,,,,55.65814073
1.133716216,0.400648649,0.801761261,0.200220721,-0.255382883,,,,,,,58.37032076
0.897387387,0.650495495,0.653648649,0.020513514,-0.215720721,,,,,,,51.23891706
0.931585586,0.69609009,0.708693694,0.144063063,-0.220918919,,,,,,,55.3235603
0.577387387,0.862162162,0.690981982,-0.075153153,-0.168720721,,,,,,,43.3973519
0.461189189,0.834234234,0.73927027,-0.056369369,-0.186855856,,,,,,,38.80428154
0.270324324,0.870972973,0.718891892,-0.102918919,-0.162324324,,,,,,,31.90462551
0.437855856,0.961234234,0.561936937,-0.075369369,-0.164522523,,,,,,,38.49260571
0.377324324,0.808972973,0.463558559,-0.070252252,-0.168990991,,,,,,,31.96288134
0.357459459,0.806378378,0.47418018,-0.065468468,-0.173126126,,,,,,,31.24561112
0.490788288,0.578198198,0.627959459,-0.121427928,-0.218454955,,,,,,,32.28967513
0.707986486,0.648126126,0.691671171,-0.203545045,-0.23331982,,,,,,,41.63441233
0.959184685,0.503720721,0.71504955,-0.219995495,-0.291184685,,,,,,,47.47328108
1.08204955,0.484648649,0.698761261,0.010887387,-0.281382883,,,,,,,54.27789094
0.875720721,0.560495495,0.759981982,0.099846847,-0.272387387,,,,,,,49.6697026
0.583855856,0.555234234,0.627603604,0.116630631,-0.214855856,,,,,,,38.01837972
0.476054054,0.703828829,0.611648649,-0.142153153,0.114945946,,,,,,,40.18385576
0.456189189,0.701234234,0.62227027,-0.137369369,0.110810811,,,,,,,39.46658554
0.436324324,0.69863964,0.632891892,-0.132585586,0.106675676,,,,,,,38.74931534
0.451788288,0.659531532,0.551292793,-0.268094595,0.122211712,,,,,,,36.45784765
0.738653153,0.531792793,0.566671171,-0.365878378,0.362346847,,,,,,,48.77147452
0.991518018,0.618387387,0.622382883,-0.529328829,0.645481982,,,,,,,64.59096988
0.839653153,0.573792793,0.678671171,-0.429211712,0.329346847,,,,,,,53.52314135
0.613121622,0.593864865,0.666292793,-0.394427928,0.055878378,,,,,,,40.14872716
0.343923423,0.370936937,0.462247748,-0.204977477,-0.165923423,,,,,,,20.70226112
0.324058559,0.368342342,0.472869369,-0.200193694,-0.170058559,,,,,,,19.98499091
0.527256757,0.47527027,0.307914414,-0.253977477,0.125743243,,,,,,,33.04772928
0.896121622,0.728864865,0.386626126,-0.588427928,0.194211712,,,,,,,50.93858317
1.173986486,0.771126126,0.290337838,-0.576878378,0.447346847,,,,,,,66.30790717
0.879720721,0.623495495,0.337981982,-0.462153153,0.186612613,,,,,,,48.8521371
0.814252252,0.638423423,0.51836036,-0.193603604,0.334747748,,,,,,,54.49239243
0.72245045,0.686351351,0.613405405,-0.181720721,0.39254955,,,,,,,54.27554013
0.989648649,0.815945946,0.734783784,-0.216837838,0.666351351,,,,,,,73.46240854
0.763117117,0.836018018,0.722405405,-0.182054054,0.392882883,,,,,,,60.08799432
0.495918919,0.706423423,0.601027027,-0.146936937,0.119081081,,,,,,,40.90112595
0.269387387,0.726495495,0.588648649,-0.112153153,-0.154387387,,,,,,,27.52671174
0.249522523,0.723900901,0.59927027,-0.107369369,-0.158522523,,,,,,,26.80944156
0.492454955,0.809198198,0.660292793,-0.268427928,0.122545045,,,,,,,42.27030182
0.718986486,0.789126126,0.672671171,-0.303211712,0.396013514,,,,,,,55.644716
0.945518018,0.769054054,0.68504955,-0.337995495,0.669481982,,,,,,,69.01913023
1.091716216,0.622981982,0.846094595,-0.088112613,0.65695045,,,,,,,76.13541591
0.884851351,0.385720721,0.727716216,-0.115995495,0.349815315,,,,,,,55.88776021
0.904716216,0.388315315,0.717094595,-0.120779279,0.35395045,,,,,,,56.60503041
0.525518018,0.450387387,0.489716216,-0.211995495,0.087481982,,,,,,,34.38651955
0.766382883,0.612981982,0.525761261,-0.503779279,0.27095045,,,,,,,47.71628026
0.871581081,0.603243243,0.32413964,-0.781896396,0.131085586,,,,,,,43.5105653
0.2935,0.874,0.7065,-0.1085,-0.1575,,,,,,,32.74144075
0.273635135,0.871405405,0.717121622,-0.103716216,-0.161635135,,,,,,,32.02417054
0.25377027,0.868810811,0.727743243,-0.098932432,-0.16577027,,,,,,,31.30690034
0.193238739,0.71654955,0.629364865,-0.093815315,-0.170238739,,,,,,,24.77717599
0.399567568,0.640702703,0.568144144,-0.182774775,-0.179234234,,,,,,,29.38536434
0.399369369,0.380774775,0.472765766,-0.240657658,-0.217036036,,,,,,,21.7948526
0.739567568,0.354369369,0.588477477,-0.448774775,-0.407567568,,,,,,,29.89565347
0.759432432,0.356963964,0.577855856,-0.453558559,-0.403432432,,,,,,,30.61292367
0.967630631,0.596891892,0.529900901,-0.426342342,-0.405297297,,,,,,,43.01335808
0.658166667,0.771666667,0.5285,-0.216166667,-0.2165,,,,,,,40.36637627
0.481635135,0.851405405,0.573788288,-0.134382883,-0.201301802,,,,,,,36.83409319
0.389833333,0.899333333,0.668833333,-0.1225,-0.1435,,,,,,,36.61724089
0.369968468,0.896738739,0.679454955,-0.117716216,-0.147635135,,,,,,,35.89997071
0.5375,0.987,0.5225,-0.090166667,-0.149833333,,,,,,,42.48795092
0.608698198,1.051927928,0.403211712,-0.048617117,-0.166031532,,,,,,,45.20013094
0.588833333,1.049333333,0.413833333,-0.043833333,-0.170166667,,,,,,,44.48286072
0.608698198,1.051927928,0.403211712,-0.048617117,-0.166031532,,,,,,,45.20013094
0.441166667,0.961666667,0.560166667,-0.076166667,-0.163833333,,,,,,,38.61215078
0.421301802,0.959072072,0.570788288,-0.071382883,-0.167968468,,,,,,,37.89488056
0.440234234,0.790369369,0.677144144,-0.183108108,-0.178900901,,,,,,,35.19781846
0.440036036,0.530441441,0.581765766,-0.240990991,-0.216702703,,,,,,,27.60730677
0.691234234,0.386036036,0.605144144,-0.257441441,-0.274567568,,,,,,,33.44617547
0.575036036,0.358108108,0.653432432,-0.238657658,-0.292702703,,,,,,,28.85310509
0.731900901,0.535702703,0.714144144,-0.257774775,-0.274234234,,,,,,,39.25862966
0.728432432,0.665297297,0.526189189,-0.281558559,-0.247765766,,,,,,,39.66422398
0.7545,0.797,0.490833333,-0.230166667,-0.2025,,,,,,,44.24217641
0.577968468,0.876738739,0.536121622,-0.148382883,-0.187301802,,,,,,,40.70989337
0.350103604,0.894144144,0.690076577,-0.112932432,-0.15177027,,,,,,,35.18270054
0.369968468,0.896738739,0.679454955,-0.117716216,-0.147635135,,,,,,,35.89997071
0.350103604,0.894144144,0.690076577,-0.112932432,-0.15177027,,,,,,,35.18270054
0.517635135,0.984405405,0.533121622,-0.085382883,-0.153968468,,,,,,,41.77068071
0.401436937,0.956477477,0.58140991,-0.066599099,-0.172103604,,,,,,,37.17761033
0.643635135,0.982072072,0.493121622,0.026283784,-0.216968468,,,,,,,46.07217622
0.476103604,0.891810811,0.650076577,-0.001265766,-0.21477027,,,,,,,39.48419604
0.456238739,0.889216216,0.660698198,0.003518018,-0.218905405,,,,,,,38.76692582
0.514900901,0.725702703,0.745810811,-0.117774775,-0.221567568,,,,,,,37.50440415
0.766099099,0.581297297,0.769189189,-0.134225225,-0.279432432,,,,,,,43.34327285
1.017297297,0.436891892,0.792567568,-0.150675676,-0.337297297,,,,,,,49.18214155
1.013828829,0.566486486,0.604612613,-0.174459459,-0.310828829,,,,,,,49.58773593
0.732833333,0.707,0.597166667,-0.150833333,-0.259166667,,,,,,,42.6729619
0.481635135,0.851405405,0.573788288,-0.134382883,-0.201301802,,,,,,,36.83409319
0.25377027,0.868810811,0.727743243,-0.098932432,-0.16577027,,,,,,,31.30690034
0.233905405,0.866216216,0.738364865,-0.094148649,-0.169905405,,,,,,,30.58963013
0.488567568,0.758702703,0.660477477,-0.374441441,-0.311900901,,,,,,,31.6472965
0.488369369,0.498774775,0.565099099,-0.432324324,-0.349702703,,,,,,,24.05678477
0.664900901,0.419036036,0.519810811,-0.514108108,-0.364900901,,,,,,,27.58906782
0.500369369,0.422774775,0.584765766,-0.303990991,-0.250036036,,,,,,,26.54651944
0.521171171,0.569846847,0.704387387,-0.299540541,-0.253837838,,,,,,,31.64170339
0.667036036,0.570108108,0.653765766,-0.192657658,-0.312702703,,,,,,,36.6604691
0.834567568,0.660369369,0.496810811,-0.165108108,-0.314900901,,,,,,,43.24844933
1.128432432,0.601963964,0.511522523,0.117108108,-0.333765766,,,,,,,56.235445
0.835833333,0.685333333,0.5915,0.084833333,-0.2535,,,,,,,48.76030156
0.607968468,0.702738739,0.745454955,0.120283784,-0.217968468,,,,,,,43.23310871
0.25377027,0.868810811,0.727743243,-0.098932432,-0.16577027,,,,,,,31.30690034
0.233905405,0.866216216,0.738364865,-0.094148649,-0.169905405,,,,,,,30.58963013
0.303234234,0.615369369,0.605810811,-0.168774775,-0.193234234,,,,,,,25.50956414
0.226369369,0.326774775,0.359099099,-0.137657658,-0.136369369,,,,,,,15.35286911
0.486900901,0.232036036,0.289144144,-0.492108108,0.013432432,,,,,,,21.80938831
0.507702703,0.379108108,0.408765766,-0.487657658,0.009630631,,,,,,,26.90457229
0.487837838,0.376513514,0.419387387,-0.482873874,0.005495495,,,,,,,26.18730208
0.293522523,0.479900901,0.453936937,-0.144369369,-0.130522523,,,,,,,22.12168357
0.424054054,0.550828829,0.471315315,-0.03481982,-0.121720721,,,,,,,30.08212691
0.597252252,0.864756757,0.68036036,-0.079936937,-0.164585586,,,,,,,44.1146221
0.577387387,0.862162162,0.690981982,-0.075153153,-0.168720721,,,,,,,43.3973519
0.386522523,0.898900901,0.670603604,-0.121702703,-0.144189189,,,,,,,36.49769591
0.457720721,0.963828829,0.551315315,-0.080153153,-0.160387387,,,,,,,39.20987594
0.625252252,1.05409009,0.39436036,-0.052603604,-0.162585586,,,,,,,45.79785609
0.605387387,1.051495495,0.404981982,-0.04781982,-0.166720721,,,,,,,45.08058589
0.625252252,1.05409009,0.39436036,-0.052603604,-0.162585586,,,,,,,45.79785609
0.829117117,1.221351351,-0.095261261,0.157612613,-0.481117117,,,,,,,47.15220999
0.936121622,1.132531532,-0.103373874,0.092572072,-0.510788288,,,,,,,48.17404734
0.788256757,0.784936937,-0.052418919,0.002355856,-0.542256757,,,,,,,34.71282562
0.756121622,0.356531532,0.579626126,-0.452761261,-0.404121622,,,,,,,30.49337867
0.850653153,0.294459459,0.637671171,-0.392211712,-0.442653153,,,,,,,33.5172345
1.107184685,0.502720721,0.57304955,-0.556328829,-0.577518018,,,,,,,42.36714691
0.797720721,0.677495495,0.571648649,-0.346153153,-0.388720721,,,,,,,39.72016509
0.546522523,0.821900901,0.54827027,-0.329702703,-0.330855856,,,,,,,33.88129639
0.270324324,0.870972973,0.718891892,-0.102918919,-0.162324324,,,,,,,31.90462551
0.250459459,0.868378378,0.729513514,-0.098135135,-0.166459459,,,,,,,31.1873553
0.456788288,0.792531532,0.668292793,-0.187094595,-0.175454955,,,,,,,35.79554365
0.497256757,0.68227027,0.681914414,-0.245310811,-0.212923423,,,,,,,34.01748612
0.673788288,0.602531532,0.636626126,-0.327094595,-0.228121622,,,,,,,37.54976914
0.693653153,0.605126126,0.626004505,-0.331878378,-0.223986486,,,,,,,38.26703936
0.984184685,0.599054054,0.52104955,-0.430328829,-0.401851351,,,,,,,43.61108324
0.797720721,0.677495495,0.571648649,-0.346153153,-0.388720721,,,,,,,39.72016509
0.757252252,0.787756757,0.558027027,-0.287936937,-0.351252252,,,,,,,41.49822262
0.54245045,0.932018018,0.601072072,-0.150054054,-0.117783784,,,,,,,42.52530664
0.522585586,0.929423423,0.611693694,-0.14527027,-0.121918919,,,,,,,41.80803647
0.54245045,0.932018018,0.601072072,-0.150054054,-0.117783784,,,,,,,42.52530664
0.426252252,0.90409009,0.64936036,-0.13127027,-0.135918919,,,,,,,37.93223627
0.593783784,0.994351351,0.492405405,-0.103720721,-0.138117117,,,,,,,44.52021649
0.477585586,0.966423423,0.540693694,-0.084936937,-0.156252252,,,,,,,39.92714614
0.417054054,0.814162162,0.442315315,-0.07981982,-0.160720721,,,,,,,33.39742174
0.249522523,0.723900901,0.59927027,-0.107369369,-0.158522523,,,,,,,26.80944156
0.490788288,0.578198198,0.627959459,-0.121427928,-0.218454955,,,,,,,32.28967513
0.782653153,0.583459459,0.760337838,-0.138211712,-0.275986486,,,,,,,43.94099801
0.823121622,0.473198198,0.773959459,-0.196427928,-0.313454955,,,,,,,42.16294049
0.632256757,0.509936937,0.753581081,-0.242977477,-0.288923423,,,,,,,35.26328447
0.441391892,0.546675676,0.733202703,-0.289527027,-0.264391892,,,,,,,28.36362842
0.38086036,0.394414414,0.634824324,-0.28440991,-0.26886036,,,,,,,21.83390402
0.541189189,0.469234234,0.63627027,-0.182036036,-0.253855856,,,,,,,30.8702527
0.460990991,0.574306306,0.643891892,-0.114252252,-0.224657658,,,,,,,31.21376984
0.421459459,0.829045045,0.760513514,-0.046801802,-0.195126126,,,,,,,37.36974113
0.230594595,0.865783784,0.740135135,-0.093351351,-0.170594595,,,,,,,30.47008512
0.21072973,0.863189189,0.750756757,-0.088567568,-0.17472973,,,,,,,29.75281491
0.436923423,0.789936937,0.678914414,-0.182310811,-0.17959009,,,,,,,35.07827343
0.613454955,0.710198198,0.633626126,-0.264094595,-0.194788288,,,,,,,38.61055648
0.912986486,0.534126126,0.640337838,-0.471878378,-0.385653153,,,,,,,40.89890317
1.058851351,0.534387387,0.589716216,-0.364995495,-0.444518018,,,,,,,45.91766887
0.852522523,0.610234234,0.650936937,-0.276036036,-0.435522523,,,,,,,41.30948056
0.552990991,0.786306306,0.644225225,-0.068252252,-0.244657658,,,,,,,39.02113383
0.250459459,0.868378378,0.729513514,-0.098135135,-0.166459459,,,,,,,31.1873553
0.417990991,0.95863964,0.572558559,-0.070585586,-0.168657658,,,,,,,37.77533552
0.398126126,0.956045045,0.58318018,-0.065801802,-0.172792793,,,,,,,37.0580653
0.488256757,0.85227027,0.570247748,-0.135977477,-0.199923423,,,,,,,37.0731833
0.552788288,0.701531532,0.663292793,-0.331427928,0.089211712,,,,,,,41.20951449
0.764986486,0.638459459,0.610004505,-0.494545045,0.372013514,,,,,,,51.21655567
0.916851351,0.683054054,0.553716216,-0.594662162,0.688148649,,,,,,,62.28438421
1.036382883,0.716315315,0.417761261,-0.744445946,0.53895045,,,,,,,61.44604224
0.981189189,0.750234234,0.520603604,-0.599369369,0.515144144,,,,,,,62.30296954
0.940720721,0.860495495,0.506981982,-0.541153153,0.552612613,,,,,,,64.0810271
0.628855856,0.892900901,0.685603604,-0.233036036,0.423144144,,,,,,,55.62959806
0.402324324,0.912972973,0.673225225,-0.198252252,0.149675676,,,,,,,42.25518384
0.250459459,0.868378378,0.729513514,-0.098135135,-0.166459459,,,,,,,31.1873553
0.453657658,0.975306306,0.564558559,-0.151918919,0.129342342,,,,,,,44.25009369
0.433792793,0.972711712,0.57518018,-0.147135135,0.125207207,,,,,,,43.53282349
0.413927928,0.970117117,0.585801802,-0.142351351,0.121072072,,,,,,,42.81555328
0.547256757,0.741936937,0.739581081,-0.198310811,0.075743243,,,,,,,43.85961728
0.759454955,0.678864865,0.686292793,-0.361427928,0.358545045,,,,,,,53.86665849
0.971653153,0.615792793,0.633004505,-0.524545045,0.641346847,,,,,,,63.87369969
0.968184685,0.745387387,0.44504955,-0.548328829,0.667815315,,,,,,,64.27929406
0.726189189,0.804567568,0.51427027,-0.378036036,0.378810811,,,,,,,53.19634755
0.746054054,0.807162162,0.503648649,-0.38281982,0.382945946,,,,,,,53.91361775
0.789252252,0.682756757,0.67036036,-0.368603604,0.364747748,,,,,,,54.94256378
0.941117117,0.727351351,0.614072072,-0.468720721,0.680882883,,,,,,,66.01039231
0.688252252,0.640756757,0.55836036,-0.30527027,0.397747748,,,,,,,50.19089695
0.421054054,0.511162162,0.436981982,-0.270153153,0.123945946,,,,,,,31.00402858
0.288855856,0.209234234,0.38727027,-0.232702703,-0.225855856,,,,,,,13.06295854
0.309657658,0.356306306,0.506891892,-0.228252252,-0.229657658,,,,,,,18.15814252
0.229459459,0.461378378,0.514513514,-0.160468468,-0.200459459,,,,,,,18.50165964
0.473324324,0.717972973,0.458558559,-0.214585586,0.095675676,,,,,,,37.37685218
0.785189189,0.685567568,0.279936937,-0.522702703,0.225144144,,,,,,,45.82828121
0.805990991,0.83263964,0.399558559,-0.518252252,0.221342342,,,,,,,50.92346519
0.861878378,0.607135135,0.679040541,-0.232572072,-0.069545045,,,,,,,49.45053784
0.821076577,0.49772973,0.870418919,0.054310811,-0.252743243,,,,,,,47.55524775
0.997608108,0.417990991,0.825130631,-0.027472973,-0.267941441,,,,,,,51.08753076
0.942472973,0.631585586,0.534175676,-0.24059009,-0.267472973,,,,,,,47.4006953
0.832477477,0.732765766,0.55772973,-0.165630631,-0.244477477,,,,,,,46.66830711
0.655945946,0.812504505,0.603018018,-0.083846847,-0.229279279,,,,,,,43.1360241
0.428081081,0.82990991,0.756972973,-0.048396396,-0.193747748,,,,,,,37.60883121
0.373279279,0.897171171,0.677684685,-0.118513514,-0.146945946,,,,,,,36.01951573
0.353414414,0.894576577,0.688306306,-0.11372973,-0.151081081,,,,,,,35.30224553
0.33354955,0.891981982,0.698927928,-0.108945946,-0.155216216,,,,,,,34.58497536
0.443545045,0.790801802,0.675373874,-0.183905405,-0.178211712,,,,,,,35.31736352
0.443346847,0.530873874,0.579995495,-0.241788288,-0.216013514,,,,,,,27.72685181
0.483815315,0.420612613,0.593617117,-0.300004505,-0.253481982,,,,,,,25.94879427
0.50368018,0.423207207,0.582995495,-0.304788288,-0.249346847,,,,,,,26.66606446
0.524481982,0.570279279,0.702617117,-0.300337838,-0.253148649,,,,,,,31.76124843
0.504617117,0.567684685,0.713238739,-0.295554054,-0.257283784,,,,,,,31.04397824
0.397612613,0.656504505,0.721351351,-0.230513514,-0.227612613,,,,,,,30.02214092
0.317414414,0.761576577,0.728972973,-0.16272973,-0.198414414,,,,,,,30.36565804
0.19654955,0.716981982,0.627594595,-0.094612613,-0.16954955,,,,,,,24.89672102
0.176684685,0.714387387,0.638216216,-0.089828829,-0.173684685,,,,,,,24.1794508
0.509346847,0.489873874,0.748662162,0.075878378,-0.199346847,,,,,,,35.18665465
0.726545045,0.559801802,0.812373874,-0.006238739,-0.214211712,,,,,,,44.53139184
0.95140991,0.448396396,0.750418919,-0.279355856,-0.36240991,,,,,,,44.51315288
0.896274775,0.661990991,0.459463964,-0.492472973,-0.361941441,,,,,,,40.82631744
0.689945946,0.737837838,0.520684685,-0.403513514,-0.352945946,,,,,,,36.21812908
0.601144144,0.879765766,0.52372973,-0.153963964,-0.182477477,,,,,,,41.54670863
0.584009009,0.863027027,0.687441441,-0.076747748,-0.167342342,,,,,,,43.63644198
0.564144144,0.860432432,0.698063063,-0.071963964,-0.171477477,,,,,,,42.91917178
0.447945946,0.832504505,0.746351351,-0.05318018,-0.189612613,,,,,,,38.32610142
0.257081081,0.869243243,0.725972973,-0.09972973,-0.165081081,,,,,,,31.42644537
0.498346847,0.723540541,0.754662162,-0.113788288,-0.225013514,,,,,,,36.90667899
0.674878378,0.643801802,0.709373874,-0.195572072,-0.240211712,,,,,,,40.438962
0.97440991,0.46772973,0.716085586,-0.403355856,-0.431076577,,,,,,,42.72730872
1.097274775,0.448657658,0.699797297,-0.172472973,-0.421274775,,,,,,,49.5319186
0.890945946,0.524504505,0.761018018,-0.083513514,-0.412279279,,,,,,,44.92373026
0.591414414,0.700576577,0.754306306,0.12427027,-0.221414414,,,,,,,42.63538354
0.237216216,0.866648649,0.736594595,-0.094945946,-0.169216216,,,,,,,30.70917518
0.217351351,0.864054054,0.747216216,-0.090162162,-0.173351351,,,,,,,29.99190496
0.210013514,0.584540541,0.463328829,-0.075788288,-0.102013514,,,,,,,22.34565567
0.496878378,0.456801802,0.478707207,-0.173572072,0.138121622,,,,,,,34.65928251
0.709076577,0.39372973,0.425418919,-0.336689189,0.420923423,,,,,,,44.66632373
1.052941441,0.551990991,0.698130631,-0.460806306,0.600058559,,,,,,,66.41937542
1.172472973,0.585252252,0.562175676,-0.61059009,0.45086036,,,,,,,65.58103345
0.910612613,0.641837838,0.642018018,-0.435513514,0.157720721,,,,,,,53.78081677
0.623747748,0.769576577,0.62663964,-0.33772973,-0.082414414,,,,,,,41.46718991
0.19654955,0.716981982,0.627594595,-0.094612613,-0.16954955,,,,,,,24.89672102
0.176684685,0.714387387,0.638216216,-0.089828829,-0.173684685,,,,,,,24.1794508
0.4645,0.834666667,0.7375,-0.057166667,-0.186166667,,,,,,,38.92382658
0.444635135,0.832072072,0.748121622,-0.052382883,-0.190301802,,,,,,,38.20655637
0.42477027,0.829477477,0.758743243,-0.047599099,-0.194436937,,,,,,,37.48928616
0.369968468,0.896738739,0.679454955,-0.117716216,-0.147635135,,,,,,,35.89997071
0.350103604,0.894144144,0.690076577,-0.112932432,-0.15177027,,,,,,,35.18270054
0.289572072,0.741882883,0.591698198,-0.107815315,-0.156238739,,,,,,,28.65297614
0.399567568,0.640702703,0.568144144,-0.182774775,-0.179234234,,,,,,,29.38536434
0.322702703,0.352108108,0.321432432,-0.151657658,-0.122369369,,,,,,,19.22866929
0.539900901,0.422036036,0.385144144,-0.233774775,-0.137234234,,,,,,,28.57340649
0.559765766,0.424630631,0.374522523,-0.238558559,-0.133099099,,,,,,,29.2906767
0.616567568,0.450702703,0.536477477,-0.322774775,-0.231900901,,,,,,,31.13958983
0.500369369,0.422774775,0.584765766,-0.303990991,-0.250036036,,,,,,,26.54651944
0.571567568,0.487702703,0.465477477,-0.262441441,-0.266234234,,,,,,,29.25869951
0.475036036,0.456441441,0.324765766,-0.168657658,-0.175702703,,,,,,,25.97524593
0.642567568,0.546702703,0.167810811,-0.141108108,-0.177900901,,,,,,,32.56322617
0.662432432,0.549297297,0.157189189,-0.145891892,-0.173765766,,,,,,,33.28049632
0.928833333,0.763,0.434166667,-0.309833333,-0.3985,,,,,,,44.99314991
0.837031532,0.810927928,0.529211712,-0.29795045,-0.340698198,,,,,,,44.77629765
0.609166667,0.828333333,0.683166667,-0.2625,-0.305166667,,,,,,,39.24910475
0.369968468,0.896738739,0.679454955,-0.117716216,-0.147635135,,,,,,,35.89997071
0.389833333,0.899333333,0.668833333,-0.1225,-0.1435,,,,,,,36.61724089
0.369968468,0.896738739,0.679454955,-0.117716216,-0.147635135,,,,,,,35.89997071
0.350103604,0.894144144,0.690076577,-0.112932432,-0.15177027,,,,,,,35.18270054
0.544301802,0.862738739,0.622788288,-0.197382883,-0.343635135,,,,,,,36.65094422
0.524436937,0.860144144,0.63340991,-0.192599099,-0.34777027,,,,,,,35.93367402
0.504572072,0.85754955,0.644031532,-0.187815315,-0.351905405,,,,,,,35.21640383
