match_id,set_no,game_no,point_no,1是否是发球方,1winner得分,1非受迫失分,1网前得分,1近3球得分,1总体分差,1关键分,1关键局,1破发点,1ACE,1双误,1发球成功数,,pca1,pca2,pca3,pca4,pca5,pca6
2023-wimbledon-1314,3,13,180,0,1,0,0,1,-0.4,0,1,0,0,0,2,,,,,,,
2023-wimbledon-1314,3,13,181,0,1,0,0,2,0.2,0,2,0,0,0,1,,,,,,,
2023-wimbledon-1314,3,13,182,1,1,0,1,2,0.8,0,2,0,0,0,1,,,,,,,
2023-wimbledon-1314,3,13,183,1,2,0,1,3,1.4,0,3,0,0,0,2,,,,,,,
2023-wimbledon-1314,3,13,184,0,2,0,1,2,0.8,0,2,0,0,0,2,,,,,,,
2023-wimbledon-1314,3,13,185,0,2,0,0,2,1.4,1,2,0,0,0,1,,,,,,,
2023-wimbledon-1315,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
2023-wimbledon-1315,1,1,2,0,0,0,0,0,-0.6,0,0,0,0,0,0,,,,,,,
2023-wimbledon-1315,1,1,3,0,0,0,0,0,-1.2,0,0,0,0,0,0,,,,,,,
2023-wimbledon-1315,1,1,4,0,0,0,0,0,-1.8,0,0,0,0,0,0,,,,,,,
2023-wimbledon-1315,1,2,5,1,0,1,0,0,-0.3,0,0,0,0,1,0,,,,,,,
2023-wimbledon-1315,1,2,6,1,1,1,0,1,0.3,0,0,0,0,1,1,,,,,,,
2023-wimbledon-1315,1,2,7,1,1,1,0,2,0.9,0,0,0,0,1,2,,,,,,,
2023-wimbledon-1315,1,2,8,1,1,0,0,3,1.5,0,0,0,0,0,3,,,,,,,
2023-wimbledon-1315,1,2,9,1,0,0,0,2,0.9,0,0,0,0,0,3,,,,,,,
2023-wimbledon-1315,1,2,10,1,0,0,0,2,1.5,1,0,0,0,0,3,,,,,,,
2023-wimbledon-1315,1,3,11,0,0,0,0,2,0,1,0,0,0,0,2,,,,,,,
2023-wimbledon-1315,1,3,12,0,0,0,0,2,-0.6,1,0,0,0,0,1,,,,,,,
2023-wimbledon-1315,1,3,13,0,0,0,0,1,-1.2,0,0,0,0,0,0,,,,,,,
2023-wimbledon-1315,1,3,14,0,0,0,0,0,-1.8,0,0,0,0,0,0,,,,,,,
2023-wimbledon-1315,1,3,15,0,0,0,0,0,-2.4,0,0,0,0,0,0,,,,,,,
2023-wimbledon-1315,1,4,16,1,0,0,0,1,-0.3,0,0,0,0,0,1,,,,,,,
2023-wimbledon-1315,1,4,17,1,1,0,0,2,0.3,0,0,0,0,0,2,,,,,,,
2023-wimbledon-1315,1,4,18,1,1,0,0,3,0.9,0,0,0,0,0,3,,,,,,,
2023-wimbledon-1315,1,4,19,1,1,1,0,2,0.3,0,0,0,0,0,3,,,,,,,
2023-wimbledon-1315,1,4,20,1,1,1,1,2,0.9,1,0,0,0,0,3,,,,,,,
2023-wimbledon-1315,1,5,21,0,1,1,1,1,0,1,0,0,0,0,2,,,,,,,
2023-wimbledon-1315,1,5,22,0,1,0,2,2,0.6,1,0,0,0,0,1,,,,,,,
2023-wimbledon-1315,1,5,23,0,1,0,1,2,1.2,0,0,0,0,0,0,,,,,,,
2023-wimbledon-1315,1,5,24,0,1,0,1,2,0.6,0,0,0,0,0,0,,,,,,,
2023-wimbledon-1315,1,5,25,0,1,0,0,1,0,0,0,0,0,0,0,,,,,,,
2023-wimbledon-1315,1,5,26,0,0,0,0,0,-0.6,0,0,0,0,0,0,,,,,,,
2023-wimbledon-1315,1,6,27,1,0,0,0,1,-0.3,0,0,0,0,0,1,,,,,,,
2023-wimbledon-1315,1,6,28,1,1,0,1,2,0.3,0,0,0,0,0,2,,,,,,,
2023-wimbledon-1315,1,6,29,1,1,0,1,3,0.9,0,0,0,0,0,3,,,,,,,
2023-wimbledon-1315,1,6,30,1,1,0,1,3,1.5,1,0,0,0,0,3,,,,,,,
2023-wimbledon-1315,1,7,31,0,0,0,0,2,0,1,0,0,0,0,2,,,,,,,
2023-wimbledon-1315,1,7,32,0,0,0,0,1,-0.6,1,0,0,0,0,1,,,,,,,
2023-wimbledon-1315,1,7,33,0,0,0,0,1,0,0,0,0,0,0,0,,,,,,,
2023-wimbledon-1315,1,7,34,0,0,0,0,1,-0.6,0,0,0,0,0,0,,,,,,,
2023-wimbledon-1315,1,7,35,0,0,0,0,1,-1.2,0,0,0,0,0,0,,,,,,,
2023-wimbledon-1315,1,8,36,1,0,0,0,1,-0.3,0,0,0,0,0,1,,,,,,,
2023-wimbledon-1315,1,8,37,1,0,0,0,2,0.3,0,0,0,0,0,2,,,,,,,
2023-wimbledon-1315,1,8,38,1,0,0,0,3,0.9,0,0,0,0,0,3,,,,,,,
2023-wimbledon-1315,1,8,39,1,0,0,0,3,1.5,1,0,0,0,0,3,,,,,,,
2023-wimbledon-1315,1,9,40,0,0,0,0,2,0,1,0,0,0,0,2,,,,,,,
2023-wimbledon-1315,1,9,41,0,0,0,1,2,0.6,1,0,0,0,0,1,,,,,,,
2023-wimbledon-1315,1,9,42,0,0,0,1,1,0,0,0,0,0,0,0,,,,,,,
2023-wimbledon-1315,1,9,43,0,0,0,1,1,-0.6,0,0,0,0,0,0,,,,,,,
2023-wimbledon-1315,1,9,44,0,0,0,0,0,-1.2,0,0,0,0,0,0,,,,,,,
2023-wimbledon-1315,1,10,45,1,0,1,0,0,-0.3,0,0,0,0,0,1,,,,,,,
2023-wimbledon-1315,1,10,46,1,0,1,0,1,0.3,0,1,0,0,0,2,,,,,,,
2023-wimbledon-1315,1,10,47,1,1,1,1,2,0.9,0,2,0,0,0,3,,,,,,,
2023-wimbledon-1315,1,10,48,1,1,0,1,3,1.5,0,3,0,0,0,3,,,,,,,
2023-wimbledon-1315,1,10,49,1,1,1,1,2,0.9,0,2,0,0,1,2,,,,,,,
2023-wimbledon-1315,1,10,50,1,0,2,0,1,0.3,0,1,0,0,2,1,,,,,,,
2023-wimbledon-1315,1,10,51,1,0,2,0,0,-0.3,0,0,0,0,2,1,,,,,,,
2023-wimbledon-1315,1,10,52,1,1,1,0,1,0.3,1,1,0,1,1,2,,,,,,,
2023-wimbledon-1315,1,10,53,1,1,1,0,1,-0.3,1,1,0,1,0,3,,,,,,,
2023-wimbledon-1315,1,10,54,1,2,1,1,2,0.3,2,2,0,1,0,3,,,,,,,
2023-wimbledon-1315,1,10,55,1,1,1,1,2,0.9,2,2,0,0,0,3,,,,,,,
2023-wimbledon-1315,1,10,56,1,1,0,1,3,1.5,3,3,0,0,0,3,,,,,,,
2023-wimbledon-1315,1,11,57,0,0,0,0,2,0,2,2,0,0,0,2,,,,,,,
2023-wimbledon-1315,1,11,58,0,1,0,1,2,0.6,1,2,0,0,0,1,,,,,,,
2023-wimbledon-1315,1,11,59,0,1,1,1,1,0,0,1,0,0,0,0,,,,,,,
2023-wimbledon-1315,1,11,60,0,1,1,1,1,-0.6,0,1,0,0,0,0,,,,,,,
2023-wimbledon-1315,1,11,61,0,1,1,0,1,0,1,1,0,0,0,0,,,,,,,
2023-wimbledon-1315,1,11,62,0,1,1,0,1,-0.6,1,1,0,0,0,0,,,,,,,
2023-wimbledon-1315,1,12,63,1,1,1,0,1,-0.3,1,1,0,0,0,1,,,,,,,
2023-wimbledon-1315,1,12,64,1,0,1,0,1,0.3,0,1,0,0,0,2,,,,,,,
2023-wimbledon-1315,1,12,65,1,0,0,0,2,0.9,0,2,0,0,0,3,,,,,,,
2023-wimbledon-1315,1,12,66,1,0,1,0,2,0.3,0,2,0,0,1,2,,,,,,,
2023-wimbledon-1315,1,12,67,1,0,1,1,2,0.9,0,2,0,0,1,2,,,,,,,
2023-wimbledon-1315,1,12,68,1,0,1,1,2,1.5,1,2,0,0,1,2,,,,,,,
2023-wimbledon-1315,1,13,69,0,0,0,1,2,0,1,2,0,0,0,2,,,,,,,
2023-wimbledon-1315,1,13,70,1,1,0,1,2,0.6,1,2,0,0,0,2,,,,,,,
2023-wimbledon-1315,1,13,71,1,1,0,1,1,0,0,1,0,0,0,2,,,,,,,
2023-wimbledon-1315,1,13,72,0,1,1,1,1,-0.6,0,1,0,0,0,2,,,,,,,
2023-wimbledon-1315,1,13,73,0,0,1,0,0,-1.2,0,0,0,0,0,1,,,,,,,
2023-wimbledon-1315,1,13,74,1,0,2,0,0,-1.8,0,0,0,0,0,1,,,,,,,
2023-wimbledon-1315,1,13,75,1,0,2,0,0,-2.4,0,0,0,0,0,2,,,,,,,
2023-wimbledon-1315,1,13,76,0,0,2,0,1,-1.8,1,1,0,0,0,2,,,,,,,
2023-wimbledon-1315,1,13,77,0,0,1,0,2,-1.2,2,2,0,0,0,1,,,,,,,
2023-wimbledon-1315,1,13,78,1,0,0,0,3,-0.6,3,3,0,0,0,1,,,,,,,
2023-wimbledon-1315,1,13,79,1,0,0,0,2,-1.2,2,2,0,0,0,2,,,,,,,
2023-wimbledon-1315,2,1,80,1,0,0,0,2,-0.1,1,1,0,0,0,3,,,,,,,
2023-wimbledon-1315,2,1,81,1,0,0,0,2,0.5,0,0,0,0,0,3,,,,,,,
2023-wimbledon-1315,2,1,82,1,0,1,0,2,-0.1,0,0,0,0,1,2,,,,,,,
2023-wimbledon-1315,2,1,83,1,0,1,0,1,-0.7,0,0,0,0,1,2,,,,,,,
2023-wimbledon-1315,2,1,84,1,0,1,0,1,-0.1,0,0,0,0,1,2,,,,,,,
2023-wimbledon-1315,2,1,85,1,0,0,0,1,-0.7,0,0,0,0,0,3,,,,,,,
2023-wimbledon-1315,2,1,86,1,0,0,0,2,-0.1,1,0,0,0,0,3,,,,,,,
2023-wimbledon-1315,2,1,87,1,1,0,0,2,0.5,2,0,0,0,0,3,,,,,,,
2023-wimbledon-1315,2,2,88,0,1,0,0,2,0.2,2,0,0,0,0,2,,,,,,,
2023-wimbledon-1315,2,2,89,0,1,0,0,2,0.8,1,0,0,0,0,1,,,,,,,
2023-wimbledon-1315,2,2,90,0,0,0,0,2,1.4,0,0,0,0,0,0,,,,,,,
2023-wimbledon-1315,2,2,91,0,0,1,0,2,0.8,0,0,0,0,0,0,,,,,,,
2023-wimbledon-1315,2,2,92,0,0,1,0,1,0.2,0,0,0,0,0,0,,,,,,,
2023-wimbledon-1315,2,2,93,0,0,1,0,0,-0.4,0,0,0,0,0,0,,,,,,,
2023-wimbledon-1315,2,3,94,1,1,0,0,1,-0.1,0,0,0,1,0,1,,,,,,,
2023-wimbledon-1315,2,3,95,1,1,1,0,1,-0.7,0,0,0,1,1,1,,,,,,,
2023-wimbledon-1315,2,3,96,1,1,1,0,1,-1.3,0,0,0,1,1,2,,,,,,,
2023-wimbledon-1315,2,3,97,1,0,2,0,0,-1.9,0,0,0,0,2,1,,,,,,,
2023-wimbledon-1315,2,3,98,1,0,2,0,0,-2.5,0,0,0,0,1,2,,,,,,,
2023-wimbledon-1315,2,4,99,0,0,2,0,0,-0.4,0,0,0,0,1,1,,,,,,,
2023-wimbledon-1315,2,4,100,0,0,1,0,0,-1,0,0,0,0,0,1,,,,,,,
2023-wimbledon-1315,2,4,101,0,0,0,0,0,-1.6,0,0,0,0,0,0,,,,,,,
2023-wimbledon-1315,2,4,102,0,0,0,0,0,-2.2,0,0,0,0,0,0,,,,,,,
2023-wimbledon-1315,2,5,103,1,0,0,0,1,-0.7,0,0,0,0,0,1,,,,,,,
2023-wimbledon-1315,2,5,104,1,0,0,0,2,-0.1,0,0,0,0,0,2,,,,,,,
2023-wimbledon-1315,2,5,105,1,0,0,0,3,0.5,0,0,0,0,0,3,,,,,,,
2023-wimbledon-1315,2,5,106,1,1,0,1,3,1.1,1,0,0,0,0,3,,,,,,,
2023-wimbledon-1315,2,6,107,0,1,0,1,3,-0.4,1,0,0,0,0,2,,,,,,,
2023-wimbledon-1315,2,6,108,0,1,0,1,2,-1,1,0,0,0,0,1,,,,,,,
2023-wimbledon-1315,2,6,109,0,0,0,0,1,-1.6,0,0,0,0,0,0,,,,,,,
2023-wimbledon-1315,2,6,110,0,0,0,0,0,-2.2,0,0,0,0,0,0,,,,,,,
2023-wimbledon-1315,2,6,111,0,0,0,0,1,-1.6,1,0,0,0,0,0,,,,,,,
2023-wimbledon-1315,2,6,112,0,0,0,0,1,-2.2,1,0,0,0,0,0,,,,,,,
2023-wimbledon-1315,2,7,113,1,0,0,0,2,-0.7,1,0,0,0,0,1,,,,,,,
2023-wimbledon-1315,2,7,114,1,1,0,1,2,-0.1,0,0,0,0,0,2,,,,,,,
2023-wimbledon-1315,2,7,115,1,2,0,1,3,0.5,0,0,0,1,0,3,,,,,,,
2023-wimbledon-1315,2,7,116,1,2,0,1,3,1.1,1,0,0,1,0,3,,,,,,,
2023-wimbledon-1315,2,8,117,0,2,0,0,3,-0.4,1,0,0,1,0,2,,,,,,,
2023-wimbledon-1315,2,8,118,0,1,0,0,3,0.2,1,0,0,0,0,1,,,,,,,
2023-wimbledon-1315,2,8,119,0,1,0,0,2,-0.4,0,0,0,0,0,0,,,,,,,
2023-wimbledon-1315,2,8,120,0,0,0,0,1,-1,0,0,0,0,0,0,,,,,,,
2023-wimbledon-1315,2,8,121,0,0,0,0,0,-1.6,0,0,0,0,0,0,,,,,,,
2023-wimbledon-1315,2,8,122,0,0,0,0,0,-2.2,0,0,0,0,0,0,,,,,,,
2023-wimbledon-1315,2,9,123,1,0,0,0,1,-0.7,0,1,0,0,0,1,,,,,,,
2023-wimbledon-1315,2,9,124,1,0,0,0,2,-0.1,0,2,0,0,0,2,,,,,,,
2023-wimbledon-1315,2,9,125,1,0,0,0,3,0.5,0,3,0,0,0,3,,,,,,,
2023-wimbledon-1315,2,9,126,1,0,0,0,2,-0.1,0,2,0,0,0,3,,,,,,,
2023-wimbledon-1315,2,9,127,1,0,0,0,1,-0.7,0,1,0,0,0,3,,,,,,,
2023-wimbledon-1315,2,9,128,1,0,0,0,1,-0.1,1,1,0,0,0,3,,,,,,,
2023-wimbledon-1315,2,10,129,0,0,0,0,2,-0.4,1,2,0,0,0,2,,,,,,,
2023-wimbledon-1315,2,10,130,0,0,0,0,2,-1,1,2,0,0,0,1,,,,,,,
2023-wimbledon-1315,2,10,131,0,1,0,0,2,-0.4,0,2,0,0,0,0,,,,,,,
2023-wimbledon-1315,2,10,132,0,1,0,0,1,-1,0,1,0,0,0,0,,,,,,,
2023-wimbledon-1315,2,10,133,0,1,0,0,2,-0.4,0,2,0,0,0,0,,,,,,,
2023-wimbledon-1315,2,10,134,0,0,0,0,1,-1,0,1,0,0,0,0,,,,,,,
2023-wimbledon-1315,2,10,135,0,0,0,0,1,-1.6,0,1,0,0,0,0,,,,,,,
2023-wimbledon-1315,2,10,136,0,0,0,0,0,-2.2,0,0,0,0,0,0,,,,,,,
2023-wimbledon-1315,3,1,137,1,0,0,0,0,-0.2,0,0,0,0,0,1,,,,,,,
2023-wimbledon-1315,3,1,138,1,0,0,0,1,0.4,0,0,0,0,0,2,,,,,,,
2023-wimbledon-1315,3,1,139,1,1,0,1,2,1,0,0,0,0,0,3,,,,,,,
2023-wimbledon-1315,3,1,140,1,1,1,1,2,0.4,0,0,0,0,0,3,,,,,,,
2023-wimbledon-1315,3,1,141,1,1,2,1,1,-0.2,0,0,0,0,0,3,,,,,,,
2023-wimbledon-1315,3,1,142,1,0,2,0,0,-0.8,0,0,0,0,0,3,,,,,,,
2023-wimbledon-1315,3,2,143,0,0,1,0,0,-0.5,0,0,0,0,0,2,,,,,,,
2023-wimbledon-1315,3,2,144,0,0,0,0,0,-1.1,0,0,0,0,0,1,,,,,,,
2023-wimbledon-1315,3,2,145,0,0,0,0,0,-1.7,0,0,0,0,0,0,,,,,,,
2023-wimbledon-1315,3,2,146,0,1,0,1,1,-1.1,1,0,0,0,0,0,,,,,,,
2023-wimbledon-1315,3,2,147,0,1,0,1,1,-1.7,1,0,0,0,0,0,,,,,,,
2023-wimbledon-1315,3,3,148,1,1,0,1,1,-0.8,1,0,0,0,0,1,,,,,,,
2023-wimbledon-1315,3,3,149,1,1,0,0,1,-0.2,0,0,0,0,0,2,,,,,,,
2023-wimbledon-1315,3,3,150,1,1,0,0,1,-0.8,0,0,0,0,0,3,,,,,,,
2023-wimbledon-1315,3,3,151,1,2,0,1,2,-0.2,0,0,0,0,0,3,,,,,,,
2023-wimbledon-1315,3,3,152,1,1,0,1,2,0.4,0,0,0,0,0,3,,,,,,,
2023-wimbledon-1315,3,3,153,1,1,0,1,3,1,1,0,0,0,0,3,,,,,,,
2023-wimbledon-1315,3,4,154,0,0,0,0,2,-0.5,1,0,0,0,0,2,,,,,,,
2023-wimbledon-1315,3,4,155,0,0,1,0,1,-1.1,1,0,0,0,0,1,,,,,,,
2023-wimbledon-1315,3,4,156,0,0,1,0,0,-1.7,0,0,0,0,0,0,,,,,,,
2023-wimbledon-1315,3,4,157,0,0,1,0,0,-2.3,0,0,0,0,0,0,,,,,,,
2023-wimbledon-1315,3,5,158,1,0,0,0,1,-0.8,0,0,0,0,0,1,,,,,,,
2023-wimbledon-1315,3,5,159,1,0,0,0,2,-0.2,0,0,0,0,0,2,,,,,,,
2023-wimbledon-1315,3,5,160,1,0,0,0,2,-0.8,0,0,0,0,0,3,,,,,,,
2023-wimbledon-1315,3,5,161,1,0,0,0,2,-0.2,0,0,0,0,0,3,,,,,,,
2023-wimbledon-1315,3,5,162,1,0,0,0,1,-0.8,0,0,0,0,0,3,,,,,,,
2023-wimbledon-1315,3,5,163,1,0,0,0,1,-1.4,0,0,0,0,0,3,,,,,,,
2023-wimbledon-1315,3,5,164,1,0,0,0,1,-0.8,1,0,0,0,0,3,,,,,,,
2023-wimbledon-1315,3,5,165,1,0,0,0,1,-1.4,1,0,0,0,0,3,,,,,,,
2023-wimbledon-1315,3,5,166,1,0,0,0,2,-0.8,2,0,0,0,0,3,,,,,,,
2023-wimbledon-1315,3,5,167,1,0,0,0,2,-0.2,2,0,0,0,0,3,,,,,,,
2023-wimbledon-1315,3,6,168,0,0,0,0,2,-0.5,2,0,0,0,0,2,,,,,,,
2023-wimbledon-1315,3,6,169,0,0,0,0,1,-1.1,1,0,0,0,0,1,,,,,,,
2023-wimbledon-1315,3,6,170,0,0,0,0,0,-1.7,0,0,0,0,0,0,,,,,,,
2023-wimbledon-1315,3,6,171,0,0,0,0,0,-2.3,0,0,0,0,0,0,,,,,,,
2023-wimbledon-1315,3,7,172,1,0,0,0,0,-0.8,0,0,0,0,0,1,,,,,,,
2023-wimbledon-1315,3,7,173,1,0,0,0,1,-0.2,0,0,0,0,0,2,,,,,,,
2023-wimbledon-1315,3,7,174,1,0,0,0,1,-0.8,0,0,0,0,0,3,,,,,,,
2023-wimbledon-1315,3,7,175,1,0,0,0,2,-0.2,0,0,0,0,0,3,,,,,,,
2023-wimbledon-1315,3,7,176,1,0,0,0,2,0.4,0,0,0,0,0,3,,,,,,,
2023-wimbledon-1315,3,7,177,1,0,0,0,3,1,1,0,0,0,0,3,,,,,,,
2023-wimbledon-1315,3,8,178,0,0,0,0,2,-0.5,1,0,0,0,0,2,,,,,,,
2023-wimbledon-1315,3,8,179,0,0,0,0,1,-1.1,1,0,0,0,0,1,,,,,,,
2023-wimbledon-1315,3,8,180,0,0,0,0,1,-0.5,0,0,0,0,0,0,,,,,,,
2023-wimbledon-1315,3,8,181,0,0,0,0,2,0.1,0,0,0,0,0,0,,,,,,,
2023-wimbledon-1315,3,8,182,0,0,0,0,2,-0.5,0,0,0,0,0,0,,,,,,,
2023-wimbledon-1315,3,8,183,0,0,0,0,1,-1.1,0,0,0,0,0,0,,,,,,,
2023-wimbledon-1315,3,9,184,1,1,0,0,1,-0.8,0,1,0,1,0,1,,,,,,,
2023-wimbledon-1315,3,9,185,1,1,0,0,1,-1.4,0,1,0,1,0,2,,,,,,,
2023-wimbledon-1315,3,9,186,1,2,0,1,2,-0.8,0,2,0,1,0,3,,,,,,,
2023-wimbledon-1315,3,9,187,1,1,0,1,2,-0.2,0,2,0,0,0,3,,,,,,,
2023-wimbledon-1315,3,9,188,1,2,0,1,3,0.4,1,3,0,0,0,3,,,,,,,
2023-wimbledon-1315,3,10,189,0,1,0,1,3,-0.5,1,3,0,0,0,2,,,,,,,
2023-wimbledon-1315,3,10,190,0,1,0,1,2,-1.1,1,2,0,0,0,1,,,,,,,
2023-wimbledon-1315,3,10,191,0,1,0,1,2,-0.5,0,2,0,0,0,0,,,,,,,
2023-wimbledon-1315,3,10,192,0,1,0,0,2,0.1,0,2,0,0,0,0,,,,,,,
2023-wimbledon-1315,3,10,193,0,1,0,0,2,-0.5,0,2,0,0,0,0,,,,,,,
2023-wimbledon-1315,3,10,194,0,0,0,0,1,-1.1,0,1,0,0,0,0,,,,,,,
2023-wimbledon-1315,3,10,195,0,0,0,1,1,-0.5,1,1,0,0,0,0,,,,,,,
2023-wimbledon-1315,3,10,196,0,0,0,1,1,-1.1,1,1,0,0,0,0,,,,,,,
2023-wimbledon-1315,3,10,197,0,0,0,1,1,-1.7,1,1,0,0,0,0,,,,,,,
2023-wimbledon-1315,3,10,198,0,0,0,0,0,-2.3,0,0,0,0,0,0,,,,,,,
2023-wimbledon-1316,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
2023-wimbledon-1316,1,1,2,0,0,0,0,0,-0.6,0,0,0,0,0,0,,,,,,,
2023-wimbledon-1316,1,1,3,0,0,0,0,1,0,0,0,0,0,0,0,,,,,,,
2023-wimbledon-1316,1,1,4,0,0,0,0,1,-0.6,0,0,0,0,0,0,,,,,,,
2023-wimbledon-1316,1,1,5,0,0,0,0,1,-1.2,0,0,0,0,0,0,,,,,,,
2023-wimbledon-1316,1,2,6,1,0,1,0,0,-0.3,0,0,0,0,0,1,,,,,,,
2023-wimbledon-1316,1,2,7,1,0,1,0,0,-0.9,0,0,0,0,0,2,,,,,,,
2023-wimbledon-1316,1,2,8,1,0,1,0,0,-1.5,0,0,0,0,0,3,,,,,,,
2023-wimbledon-1316,1,2,9,1,0,0,0,1,-0.9,1,0,0,0,0,3,,,,,,,
2023-wimbledon-1316,1,2,10,1,0,0,0,2,-0.3,2,0,0,0,0,3,,,,,,,
2023-wimbledon-1316,1,2,11,1,0,0,0,3,0.3,3,0,0,0,0,3,,,,,,,
2023-wimbledon-1316,1,2,12,1,0,0,0,3,0.9,3,0,0,0,0,3,,,,,,,
2023-wimbledon-1316,1,2,13,1,1,0,0,3,1.5,3,0,0,1,0,3,,,,,,,
2023-wimbledon-1316,1,3,14,0,1,0,0,2,0,2,0,0,1,0,2,,,,,,,
2023-wimbledon-1316,1,3,15,0,1,0,0,1,-0.6,1,0,0,1,0,1,,,,,,,
2023-wimbledon-1316,1,3,16,0,0,0,0,0,-1.2,0,0,0,0,0,0,,,,,,,
2023-wimbledon-1316,1,3,17,0,0,1,0,0,-1.8,0,0,0,0,0,0,,,,,,,
2023-wimbledon-1316,1,4,18,1,0,1,0,0,-0.3,0,0,0,0,0,1,,,,,,,
2023-wimbledon-1316,1,4,19,1,0,1,0,1,0.3,0,0,0,0,0,2,,,,,,,
2023-wimbledon-1316,1,4,20,1,0,0,0,2,0.9,0,0,0,0,0,3,,,,,,,
2023-wimbledon-1316,1,4,21,1,0,1,0,2,0.3,0,0,0,0,0,3,,,,,,,
2023-wimbledon-1316,1,4,22,1,1,1,0,2,0.9,0,0,0,1,0,3,,,,,,,
2023-wimbledon-1316,1,4,23,1,1,1,0,2,1.5,1,0,0,1,0,3,,,,,,,
2023-wimbledon-1316,1,5,24,0,1,0,0,2,0,1,0,0,1,0,2,,,,,,,
2023-wimbledon-1316,1,5,25,0,0,0,0,1,-0.6,1,0,0,0,0,1,,,,,,,
2023-wimbledon-1316,1,5,26,0,0,0,0,0,-1.2,0,0,0,0,0,0,,,,,,,
2023-wimbledon-1316,1,5,27,0,0,0,0,1,-0.6,1,0,0,0,0,0,,,,,,,
2023-wimbledon-1316,1,5,28,0,0,0,0,1,-1.2,1,0,0,0,0,0,,,,,,,
2023-wimbledon-1316,1,6,29,1,0,0,0,2,-0.3,1,0,0,0,0,1,,,,,,,
2023-wimbledon-1316,1,6,30,1,0,1,0,1,-0.9,0,0,0,0,0,2,,,,,,,
2023-wimbledon-1316,1,6,31,1,0,1,0,2,-0.3,0,0,0,0,0,3,,,,,,,
2023-wimbledon-1316,1,6,32,1,0,1,0,1,-0.9,0,0,0,0,0,3,,,,,,,
2023-wimbledon-1316,1,6,33,1,0,0,0,1,-1.5,0,0,0,0,0,3,,,,,,,
2023-wimbledon-1316,1,6,34,1,0,1,0,0,-2.1,0,0,0,0,0,3,,,,,,,
2023-wimbledon-1316,1,7,35,0,0,1,0,0,-0.6,0,0,0,0,0,2,,,,,,,
2023-wimbledon-1316,1,7,36,0,0,1,0,0,-1.2,0,0,0,0,0,1,,,,,,,
2023-wimbledon-1316,1,7,37,0,0,0,0,1,-0.6,0,0,0,0,0,0,,,,,,,
2023-wimbledon-1316,1,7,38,0,1,0,0,2,0,0,0,0,0,0,0,,,,,,,
2023-wimbledon-1316,1,7,39,0,1,1,0,2,-0.6,0,0,0,0,0,0,,,,,,,
2023-wimbledon-1316,1,7,40,0,1,1,0,1,-1.2,0,0,0,0,0,0,,,,,,,
2023-wimbledon-1316,1,8,41,1,0,1,0,1,-0.9,0,1,0,0,0,1,,,,,,,
2023-wimbledon-1316,1,8,42,1,0,0,0,1,-1.5,0,1,0,0,0,2,,,,,,,
2023-wimbledon-1316,1,8,43,1,0,0,0,2,-0.9,0,2,0,0,0,3,,,,,,,
2023-wimbledon-1316,1,8,44,1,0,1,0,1,-1.5,0,1,0,0,0,3,,,,,,,
2023-wimbledon-1316,1,8,45,1,0,1,0,2,-0.9,0,2,0,0,0,3,,,,,,,
2023-wimbledon-1316,1,8,46,1,0,1,0,2,-0.3,1,2,0,0,0,3,,,,,,,
2023-wimbledon-1316,1,9,47,0,0,0,0,3,-0.6,1,3,0,0,0,2,,,,,,,
2023-wimbledon-1316,1,9,48,0,0,1,0,2,-1.2,1,2,0,0,0,1,,,,,,,
2023-wimbledon-1316,1,9,49,0,0,2,0,1,-1.8,0,1,0,0,0,0,,,,,,,
2023-wimbledon-1316,1,9,50,0,0,2,0,0,-2.4,0,0,0,0,0,0,,,,,,,
2023-wimbledon-1316,1,9,51,0,0,1,0,0,-3,0,0,0,0,0,0,,,,,,,
2023-wimbledon-1316,2,1,52,1,0,0,0,1,-0.1,0,0,0,0,0,1,,,,,,,
2023-wimbledon-1316,2,1,53,1,0,0,1,2,0.5,0,0,0,0,0,2,,,,,,,
2023-wimbledon-1316,2,1,54,1,0,1,1,2,-0.1,0,0,0,0,0,3,,,,,,,
2023-wimbledon-1316,2,1,55,1,0,2,1,1,-0.7,0,0,0,0,0,3,,,,,,,
2023-wimbledon-1316,2,1,56,1,0,3,0,0,-1.3,0,0,0,0,0,3,,,,,,,
2023-wimbledon-1316,2,1,57,1,0,2,1,1,-0.7,1,0,0,0,0,3,,,,,,,
2023-wimbledon-1316,2,1,58,1,0,2,1,1,-1.3,1,0,0,0,0,3,,,,,,,
2023-wimbledon-1316,2,1,59,1,0,1,1,2,-0.7,2,0,0,0,0,3,,,,,,,
2023-wimbledon-1316,2,1,60,1,0,1,0,1,-1.3,1,0,0,0,0,3,,,,,,,
2023-wimbledon-1316,2,1,61,1,0,0,0,1,-1.9,1,0,0,0,0,3,,,,,,,
2023-wimbledon-1316,2,2,62,0,0,0,0,0,-0.4,0,0,0,0,0,2,,,,,,,
2023-wimbledon-1316,2,2,63,0,0,0,0,0,-1,0,0,0,0,0,1,,,,,,,
2023-wimbledon-1316,2,2,64,0,0,0,0,0,-1.6,0,0,0,0,0,0,,,,,,,
2023-wimbledon-1316,2,2,65,0,0,0,0,0,-2.2,0,0,0,0,0,0,,,,,,,
