PCA1,PCA2,PCA3,PCA4,PCA5
0.535828829,0.931153153,0.604612613,-0.148459459,-0.119162162
0.515963964,0.928558559,0.615234234,-0.143675676,-0.123297297
0.399765766,0.900630631,0.663522523,-0.124891892,-0.141432432
0.470963964,0.965558559,0.544234234,-0.083342342,-0.157630631
0.410432432,0.813297297,0.445855856,-0.078225225,-0.162099099
0.390567568,0.810702703,0.456477477,-0.073441441,-0.166234234
0.457833333,0.610333333,0.546166667,-0.3765,-0.310166667
0.798031532,0.583927928,0.661878378,-0.584617117,-0.500698198
1.097563063,0.407855856,0.66859009,-0.792400901,-0.691563063
1.120427928,0.50445045,0.565968468,-0.559518018,-0.574761261
0.791099099,0.676630631,0.575189189,-0.344558559,-0.390099099
0.491567568,0.852702703,0.568477477,-0.136774775,-0.199234234
0.223036036,0.720441441,0.613432432,-0.100990991,-0.164036036
0.203171171,0.717846847,0.624054054,-0.096207207,-0.168171171
0.4095,0.642,0.562833333,-0.185166667,-0.177166667
0.749698198,0.615594595,0.678545045,-0.393283784,-0.367698198
0.92622973,0.535855856,0.633256757,-0.475067568,-0.382896396
1.123761261,0.452117117,0.685635135,-0.178851351,-0.415761261
1.013765766,0.553297297,0.709189189,-0.103891892,-0.392765766
0.837234234,0.633036036,0.754477477,-0.022108108,-0.377567568
0.483036036,0.799108108,0.736765766,-0.241324324,-0.325369369
0.243837838,0.867513514,0.733054054,-0.096540541,-0.167837838
0.411369369,0.957774775,0.576099099,-0.068990991,-0.170036036
0.391504505,0.95518018,0.586720721,-0.064207207,-0.174171171
0.5015,0.854,0.563166667,-0.139166667,-0.197166667
0.605031532,0.621927928,0.732878378,-0.18795045,-0.248698198
0.829896396,0.510522523,0.670923423,-0.461067568,-0.396896396
1.020761261,0.473783784,0.691301802,-0.414518018,-0.421427928
1.091959459,0.538711712,0.572013514,-0.372968468,-0.437626126
0.817432432,0.643630631,0.660522523,-0.087891892,-0.299765766
0.566234234,0.788036036,0.637144144,-0.071441441,-0.241900901
0.435432432,0.917297297,0.655522523,-0.206225225,0.156567568
0.415567568,0.914702703,0.666144144,-0.201441441,0.152432432
0.618765766,1.021630631,0.501189189,-0.255225225,0.448234234
0.764630631,1.021891892,0.450567568,-0.148342342,0.389369369
0.744765766,1.019297297,0.461189189,-0.143558559,0.385234234
0.541567568,0.912369369,0.626144144,-0.089774775,0.089432432
0.353833333,0.766333333,0.7095,-0.1715,-0.190833333
0.566031532,0.703261261,0.656211712,-0.334617117,0.091968468
0.826563063,0.608522523,0.586256757,-0.689067568,0.24177027
0.978427928,0.653117117,0.529968468,-0.789184685,0.557905405
0.70922973,0.430189189,0.325923423,-0.599734234,0.336103604
0.732094595,0.526783784,0.223301802,-0.366851351,0.452905405
0.490099099,0.585963964,0.292522523,-0.196558559,0.163900901
0.527234234,0.869369369,0.560477477,-0.218108108,0.098765766
0.263702703,0.870108108,0.722432432,-0.101324324,-0.163702703
0.243837838,0.867513514,0.733054054,-0.096540541,-0.167837838
0.313166667,0.616666667,0.6005,-0.171166667,-0.191166667
0.252635135,0.464405405,0.502121622,-0.16604955,-0.195635135
0.23277027,0.461810811,0.512743243,-0.161265766,-0.19977027
0.548301802,0.559738739,0.617454955,-0.387716216,-0.058968468
0.58877027,0.449477477,0.631076577,-0.445932432,-0.096436937
0.528238739,0.297216216,0.532698198,-0.440815315,-0.100905405
0.48777027,0.407477477,0.519076577,-0.382599099,-0.063436937
0.806635135,0.453072072,0.743454955,-0.228382883,0.236364865
0.88777027,0.492477477,0.866076577,-0.286932432,0.19922973
0.884301802,0.622072072,0.678121622,-0.310716216,0.225698198
0.54577027,0.833810811,0.559743243,-0.402265766,-0.040436937
0.521855856,0.946234234,0.53727027,-0.348036036,0.000477477
0.270324324,0.870972973,0.718891892,-0.102918919,-0.162324324
0.386522523,0.898900901,0.670603604,-0.121702703,-0.144189189
0.502720721,0.926828829,0.622315315,-0.140486486,-0.126054054
0.482855856,0.924234234,0.632936937,-0.135702703,-0.130189189
0.325990991,0.74663964,0.572225225,-0.116585586,-0.148657658
0.299923423,0.614936937,0.607581081,-0.167977477,-0.193923423
0.599454955,0.438864865,0.614292793,-0.375761261,-0.384788288
0.939653153,0.412459459,0.730004505,-0.583878378,-0.57531982
1.182184685,0.291720721,0.853382883,-0.347995495,-0.573851351
1.20504955,0.388315315,0.750761261,-0.115112613,-0.45704955
0.855855856,0.557900901,0.770603604,0.104630631,-0.276522523
0.552990991,0.786306306,0.644225225,-0.068252252,-0.244657658
0.250459459,0.868378378,0.729513514,-0.098135135,-0.166459459
0.189927928,0.716117117,0.631135135,-0.093018018,-0.170927928
0.396256757,0.64027027,0.569914414,-0.181977477,-0.179923423
0.572788288,0.560531532,0.524626126,-0.263761261,-0.195121622
0.91631982,0.481792793,0.760004505,-0.091211712,-0.226653153
0.759454955,0.304198198,0.699292793,-0.072094595,-0.245121622
0.956986486,0.220459459,0.751671171,0.224121622,-0.277986486
0.644189189,0.447567568,0.630603604,0.053630631,-0.248189189
0.604657658,0.702306306,0.747225225,0.121081081,-0.218657658
0.250459459,0.868378378,0.729513514,-0.098135135,-0.166459459
0.230594595,0.865783784,0.740135135,-0.093351351,-0.170594595
0.34059009,0.764603604,0.716581081,-0.168310811,-0.19359009
0.591788288,0.620198198,0.739959459,-0.184761261,-0.251454955
0.59159009,0.36027027,0.644581081,-0.242644144,-0.289256757
0.707788288,0.388198198,0.596292793,-0.261427928,-0.271121622
0.39959009,0.246603604,0.315581081,-0.218644144,-0.152256757
0.303058559,0.215342342,0.174869369,-0.12486036,-0.061725225
0.327324324,0.25963964,0.235225225,0.001081081,-0.068990991
0.323792793,0.393378378,0.39418018,-0.020135135,-0.134459459
0.360927928,0.676783784,0.662135135,-0.041684685,-0.199594595
0.170063063,0.713522523,0.641756757,-0.088234234,-0.175063063
0.378261261,0.95345045,0.593801802,-0.061018018,-0.176927928
0.358396396,0.950855856,0.604423423,-0.056234234,-0.181063063
0.648725225,0.860009009,0.518536036,-0.41786036,-0.025058559
0.76159009,0.677603604,0.594914414,-0.804644144,0.131076577
0.973788288,0.614531532,0.541626126,-0.967761261,0.413878378
1.122986486,0.562459459,0.610671171,-0.480211712,0.514013514
0.832657658,0.653306306,0.696558559,-0.118585586,0.358009009
0.866855856,0.698900901,0.751603604,0.004963964,0.352810811
0.697054054,0.863828829,0.658315315,-0.429153153,0.294279279
0.636522523,0.711567568,0.559936937,-0.424036036,0.289810811
0.369324324,0.581972973,0.438558559,-0.388918919,0.016009009
0.128459459,0.419378378,0.402513514,-0.097135135,-0.167459459
0.2935,0.874,0.7065,-0.1085,-0.1575
0.409698198,0.901927928,0.658211712,-0.127283784,-0.139364865
0.389833333,0.899333333,0.668833333,-0.1225,-0.1435
0.580698198,0.862594595,0.689211712,-0.07595045,-0.168031532
0.600563063,0.865189189,0.67859009,-0.080734234,-0.163896396
0.580698198,0.862594595,0.689211712,-0.07595045,-0.168031532
0.57722973,0.992189189,0.501256757,-0.099734234,-0.141563063
0.709427928,1.318117117,-0.149031532,0.282815315,-0.304761261
0.679432432,1.054297297,-0.228477477,0.232108108,-0.348765766
0.708297297,0.886891892,-0.127432432,0.117990991,-0.357630631
0.540099099,0.427963964,0.563522523,-0.313558559,-0.241765766
0.696963964,0.605558559,0.624234234,-0.332675676,-0.223297297
0.716828829,0.608153153,0.613612613,-0.337459459,-0.219162162
0.88436036,0.698414414,0.456657658,-0.30990991,-0.22136036
0.678031532,0.774261261,0.517878378,-0.22095045,-0.212364865
0.5015,0.854,0.563166667,-0.139166667,-0.197166667
0.273635135,0.871405405,0.717121622,-0.103716216,-0.161635135
0.25377027,0.868810811,0.727743243,-0.098932432,-0.16577027
0.246432432,0.589297297,0.443855856,-0.084558559,-0.094432432
0.422963964,0.509558559,0.398567568,-0.166342342,-0.109630631
0.463432432,0.399297297,0.412189189,-0.224558559,-0.147099099
0.696963964,0.605558559,0.624234234,-0.332675676,-0.223297297
0.716828829,0.608153153,0.613612613,-0.337459459,-0.219162162
0.88436036,0.698414414,0.456657658,-0.30990991,-0.22136036
0.774364865,0.799594595,0.480211712,-0.23495045,-0.198364865
0.733896396,0.909855856,0.46659009,-0.176734234,-0.160896396
0.506031532,0.927261261,0.620545045,-0.141283784,-0.125364865
0.525896396,0.929855856,0.609923423,-0.146067568,-0.12122973
0.409698198,0.901927928,0.658211712,-0.127283784,-0.139364865
0.389833333,0.899333333,0.668833333,-0.1225,-0.1435
0.232968468,0.721738739,0.608121622,-0.103382883,-0.161968468
0.4005,0.812,0.451166667,-0.075833333,-0.164166667
0.380635135,0.809405405,0.461788288,-0.07104955,-0.168301802
0.588833333,1.049333333,0.413833333,-0.043833333,-0.170166667
0.421301802,0.959072072,0.570788288,-0.071382883,-0.167968468
0.401436937,0.956477477,0.58140991,-0.066599099,-0.172103604
0.246432432,0.589297297,0.443855856,-0.084558559,-0.094432432
0.286900901,0.479036036,0.457477477,-0.142774775,-0.131900901
0.589765766,0.250630631,0.583855856,0.030108108,-0.163765766
0.949630631,0.308225225,0.967567568,0.176657658,-0.256630631
1.065828829,0.336153153,0.919279279,0.157873874,-0.238495495
1.137027027,0.401081081,0.799990991,0.199423423,-0.254693694
0.900698198,0.650927928,0.651878378,0.019716216,-0.215031532
0.724166667,0.730666667,0.697166667,0.1015,-0.199833333
0.369968468,0.896738739,0.679454955,-0.117716216,-0.147635135
0.213103604,0.719144144,0.618743243,-0.098599099,-0.166103604
0.193238739,0.71654955,0.629364865,-0.093815315,-0.170238739
0.419432432,0.643297297,0.557522523,-0.187558559,-0.175099099
0.636630631,0.713225225,0.621234234,-0.269675676,-0.189963964
0.677099099,0.602963964,0.634855856,-0.327891892,-0.227432432
0.520234234,0.425369369,0.574144144,-0.308774775,-0.245900901
0.614765766,0.363297297,0.632189189,-0.248225225,-0.284432432
0.908630631,0.304891892,0.646900901,0.033990991,-0.303297297
0.879031532,0.560927928,0.758211712,0.09904955,-0.271698198
0.627833333,0.705333333,0.734833333,0.1155,-0.213833333
0.445364865,0.918594595,0.650211712,-0.208617117,0.158635135
0.59722973,0.963189189,0.593923423,-0.308734234,0.47477027
0.749094595,1.007783784,0.537635135,-0.408851351,0.790905405
0.59722973,0.963189189,0.593923423,-0.308734234,0.47477027
0.445364865,0.918594595,0.650211712,-0.208617117,0.158635135
0.2935,0.874,0.7065,-0.1085,-0.1575
0.618765766,0.713297297,0.710522523,-0.395225225,-0.052432432
0.905630631,0.585558559,0.725900901,-0.493009009,0.187702703
1.192495495,0.45781982,0.741279279,-0.590792793,0.427837838
1.267027027,0.470414414,0.741657658,-0.168576577,0.57063964
1.030144144,0.617432432,0.713396396,-0.073630631,0.334855856
0.743279279,0.745171171,0.698018018,0.024153153,0.094720721
0.353414414,0.894576577,0.688306306,-0.11372973,-0.151081081
0.373279279,0.897171171,0.677684685,-0.118513514,-0.146945946
0.353414414,0.894576577,0.688306306,-0.11372973,-0.151081081
0.520945946,0.984837838,0.531351351,-0.08618018,-0.153279279
0.404747748,0.95690991,0.57963964,-0.067396396,-0.171414414
0.572279279,1.047171171,0.422684685,-0.039846847,-0.173612613
0.364081081,0.807243243,0.47063964,-0.067063063,-0.171747748
0.531612613,0.897504505,0.313684685,-0.039513514,-0.173945946
0.364081081,0.807243243,0.47063964,-0.067063063,-0.171747748
0.344216216,0.804648649,0.481261261,-0.062279279,-0.175882883
0.525878378,0.544801802,0.618373874,-0.309572072,-0.354211712
0.566346847,0.434540541,0.631995495,-0.367788288,-0.39168018
0.909878378,0.355801802,0.867373874,-0.195238739,-0.423211712
0.806743243,0.45472973,0.804752252,-0.074022523,-0.24340991
0.974274775,0.544990991,0.647797297,-0.046472973,-0.245608108
0.757810811,0.797432432,0.489063063,-0.230963964,-0.201810811
0.717342342,0.907693694,0.475441441,-0.172747748,-0.164342342
0.625540541,0.955621622,0.570486486,-0.160864865,-0.106540541
0.757738739,1.28154955,-0.079801802,0.221684685,-0.269738739
0.76840991,1.167396396,-0.050247748,0.170644144,-0.31340991
0.974941441,0.913657658,0.113797297,0.357527027,-0.359274775
0.942806306,0.485252252,0.745842342,-0.09759009,-0.22113964
1.014004505,0.55018018,0.626554054,-0.056040541,-0.237337838
0.777675676,0.800027027,0.478441441,-0.235747748,-0.197675676
0.737207207,0.910288288,0.46481982,-0.177531532,-0.160207207
0.468675676,0.778027027,0.509774775,-0.141747748,-0.125009009
0.352477477,0.750099099,0.558063063,-0.122963964,-0.143144144
0.372342342,0.752693694,0.547441441,-0.127747748,-0.139009009
0.393144144,0.899765766,0.667063063,-0.123297297,-0.142810811
0.560675676,0.990027027,0.510108108,-0.095747748,-0.145009009
0.444477477,0.962099099,0.558396396,-0.076963964,-0.163144144
0.612009009,1.05236036,0.401441441,-0.049414414,-0.165342342
0.403810811,0.812432432,0.449396396,-0.076630631,-0.163477477
0.571342342,0.902693694,0.292441441,-0.049081081,-0.165675676
0.403810811,0.812432432,0.449396396,-0.076630631,-0.163477477
0.424612613,0.959504505,0.569018018,-0.07218018,-0.167279279
0.257081081,0.869243243,0.725972973,-0.09972973,-0.165081081
0.46340991,0.793396396,0.664752252,-0.188689189,-0.174076577
0.639941441,0.713657658,0.619463964,-0.270472973,-0.189274775
0.89113964,0.569252252,0.642842342,-0.286923423,-0.24713964
1.088671171,0.485513514,0.695220721,0.009292793,-0.280004505
0.978675676,0.586693694,0.718774775,0.084252252,-0.257009009
0.863540541,0.761621622,0.636486486,0.077135135,-0.176873874
0.645405405,0.958216216,0.559864865,-0.165648649,-0.102405405
0.529207207,0.930288288,0.608153153,-0.146864865,-0.120540541
0.413009009,0.90236036,0.656441441,-0.128081081,-0.138675676
0.256144144,0.724765766,0.59572973,-0.108963964,-0.157144144
0.423675676,0.815027027,0.438774775,-0.081414414,-0.159342342
0.652207207,1.166288288,-0.24918018,0.287135135,-0.308540541
0.949941441,1.184324324,-0.108869369,0.196193694,-0.074274775
1.014472973,1.033585586,-0.015824324,0.000743243,0.21486036
1.144337838,0.47318018,0.779887387,-0.281040541,0.634328829
0.917806306,0.493252252,0.767509009,-0.246256757,0.36086036
0.725274775,0.298990991,0.714797297,-0.145806306,0.044391892
0.67013964,0.512585586,0.423842342,-0.358923423,0.04486036
0.524833333,0.727,0.7405,-0.120166667,-0.2195
0.776031532,0.582594595,0.763878378,-0.136617117,-0.277364865
1.02722973,0.438189189,0.787256757,-0.153067568,-0.33522973
0.719031532,0.296594595,0.506545045,-0.110283784,-0.216364865
0.715563063,0.426189189,0.31859009,-0.134067568,-0.189896396
0.454432432,0.569297297,0.300522523,-0.115225225,-0.134099099
0.450900901,0.703036036,0.459477477,-0.136441441,-0.199567568
0.359099099,0.750963964,0.554522523,-0.124558559,-0.141765766
0.298567568,0.598702703,0.456144144,-0.119441441,-0.146234234
0.506765766,0.838630631,0.408189189,-0.092225225,-0.148099099
0.349900901,0.661036036,0.347477477,-0.073108108,-0.166567568
0.420166667,0.554666667,0.345166667,-0.1385,-0.197833333
0.272301802,0.207072072,0.396121622,-0.228716216,-0.229301802
0.31277027,0.096810811,0.409743243,-0.286932432,-0.26677027
0.292905405,0.094216216,0.420364865,-0.282148649,-0.270905405
0.322900901,0.358036036,0.499810811,-0.231441441,-0.226900901
0.283369369,0.612774775,0.616432432,-0.163990991,-0.197369369
0.243837838,0.867513514,0.733054054,-0.096540541,-0.167837838
0.223972973,0.864918919,0.743675676,-0.091756757,-0.171972973
0.430301802,0.789072072,0.682454955,-0.180716216,-0.180968468
0.606833333,0.709333333,0.637166667,-0.2625,-0.196166667
0.783364865,0.629594595,0.591878378,-0.344283784,-0.211364865
0.667166667,0.601666667,0.640166667,-0.3255,-0.2295
0.861364865,0.570261261,0.572878378,-0.40995045,-0.421364865
0.674900901,0.648702703,0.623477477,-0.325774775,-0.408234234
0.554036036,0.604108108,0.522099099,-0.257657658,-0.379369369
0.339234234,0.748369369,0.565144144,-0.119774775,-0.145900901
0.530099099,0.711630631,0.585522523,-0.073225225,-0.170432432
0.550900901,0.858702703,0.705144144,-0.068774775,-0.174234234
0.394036036,0.681108108,0.644432432,-0.049657658,-0.192702703
0.512635135,0.543072072,0.625454955,-0.306382883,-0.356968468
0.812166667,0.367,0.632166667,-0.514166667,-0.547833333
1.077698198,0.405261261,0.679211712,-0.787617117,-0.695698198
0.797833333,0.324,0.5665,-0.6425,-0.5385
0.794364865,0.453594595,0.378545045,-0.666283784,-0.512031532
0.559567568,0.563702703,0.445810811,-0.390774775,-0.365900901
0.520036036,0.818441441,0.562432432,-0.323324324,-0.336369369
0.243837838,0.867513514,0.733054054,-0.096540541,-0.167837838
0.411369369,0.957774775,0.576099099,-0.068990991,-0.170036036
0.391504505,0.95518018,0.586720721,-0.064207207,-0.174171171
0.481635135,0.851405405,0.573788288,-0.134382883,-0.201301802
0.33377027,0.503810811,0.624743243,-0.224599099,-0.23277027
0.256905405,0.215216216,0.378031532,-0.193481982,-0.175905405
0.460103604,0.322144144,0.213076577,-0.247265766,0.119896396
0.830301802,0.430072072,0.328788288,-0.046716216,0.399364865
0.887103604,0.456144144,0.490743243,-0.130932432,0.300563063
0.639189189,0.314567568,0.513603604,-0.027369369,0.049477477
0.385387387,0.494495495,0.444981982,-0.18881982,-0.174054054
0.345855856,0.749234234,0.561603604,-0.121369369,-0.144522523
0.366657658,0.896306306,0.681225225,-0.116918919,-0.148324324
0.209792793,0.718711712,0.620513514,-0.097801802,-0.166792793
0.259256757,0.46527027,0.498581081,-0.167644144,-0.194256757
0.435788288,0.385531532,0.453292793,-0.249427928,-0.209454955
0.652986486,0.455459459,0.517004505,-0.331545045,-0.22431982
0.932851351,0.536720721,0.629716216,-0.476662162,-0.381518018
1.00404955,0.601648649,0.510427928,-0.435112613,-0.397716216
0.777855856,0.674900901,0.58227027,-0.341369369,-0.392855856
0.437657658,0.701306306,0.466558559,-0.133252252,-0.202324324
0.209792793,0.718711712,0.620513514,-0.097801802,-0.166792793
0.189927928,0.716117117,0.631135135,-0.093018018,-0.170927928
0.34059009,0.764603604,0.716581081,-0.168310811,-0.19359009
0.591788288,0.620198198,0.739959459,-0.184761261,-0.251454955
0.514923423,0.331603604,0.493247748,-0.153644144,-0.19459009
0.454391892,0.179342342,0.394869369,-0.148527027,-0.199058559
0.573923423,0.212603604,0.258914414,-0.298310811,-0.348256757
0.981788288,0.384864865,0.414292793,-0.486094595,-0.620454955
1.189986486,0.624792793,0.366337838,-0.458878378,-0.62231982
1.086851351,0.723720721,0.303716216,-0.337662162,-0.442518018
0.706189189,0.833567568,0.421603604,-0.169036036,-0.237522523
0.478324324,0.850972973,0.575558559,-0.133585586,-0.201990991
0.386522523,0.898900901,0.670603604,-0.121702703,-0.144189189
0.366657658,0.896306306,0.681225225,-0.116918919,-0.148324324
0.346792793,0.893711712,0.691846847,-0.112135135,-0.152459459
0.436923423,0.789936937,0.678914414,-0.182310811,-0.17959009
0.688121622,0.645531532,0.702292793,-0.198761261,-0.237454955
0.912986486,0.534126126,0.640337838,-0.471878378,-0.385653153
0.796788288,0.506198198,0.688626126,-0.453094595,-0.403788288
0.79331982,0.635792793,0.500671171,-0.476878378,-0.37731982
0.558522523,0.745900901,0.567936937,-0.201369369,-0.231189189
0.478324324,0.850972973,0.575558559,-0.133585586,-0.201990991
0.250459459,0.868378378,0.729513514,-0.098135135,-0.166459459
0.230594595,0.865783784,0.740135135,-0.093351351,-0.170594595
0.436923423,0.789936937,0.678914414,-0.182310811,-0.17959009
0.360058559,0.501342342,0.432202703,-0.151193694,-0.122725225
0.584923423,0.389936937,0.370247748,-0.424310811,-0.270923423
0.468725225,0.362009009,0.418536036,-0.405527027,-0.289058559
0.566193694,0.537747748,0.689490991,-0.490076577,-0.387527027
0.589058559,0.634342342,0.586869369,-0.257193694,-0.270725225
0.804923423,0.692936937,0.413247748,-0.420977477,-0.405923423
1.095454955,0.686864865,0.308292793,-0.519427928,-0.583788288
0.877522523,0.705567568,0.456936937,-0.486369369,-0.546189189
0.601324324,0.75463964,0.627558559,-0.259585586,-0.377657658
0.386522523,0.898900901,0.670603604,-0.121702703,-0.144189189
0.366657658,0.896306306,0.681225225,-0.116918919,-0.148324324
0.346792793,0.893711712,0.691846847,-0.112135135,-0.152459459
0.59559009,0.71027027,0.722914414,-0.389644144,-0.057256757
0.807788288,0.647198198,0.669626126,-0.552761261,0.225545045
0.848256757,0.536936937,0.683247748,-0.610977477,0.188076577
0.532725225,0.439009009,0.578536036,-0.384527027,0.047274775
0.600923423,0.409936937,0.551247748,-0.580644144,-0.08159009
0.927121622,0.420531532,0.438292793,-0.760427928,0.038545045
0.897522523,0.676567568,0.549603604,-0.695369369,0.070144144
0.636990991,0.771306306,0.619558559,-0.340918919,-0.079657658
0.250459459,0.868378378,0.729513514,-0.098135135,-0.166459459
0.230594595,0.865783784,0.740135135,-0.093351351,-0.170594595
0.520923423,0.774936937,0.654247748,-0.454977477,-0.01459009
0.520725225,0.515009009,0.558869369,-0.51286036,-0.052391892
0.520527027,0.255081081,0.463490991,-0.570743243,-0.090193694
0.492058559,0.289342342,0.469536036,-0.384193694,0.046941441
0.68459009,0.483603604,0.522247748,-0.484644144,0.36340991
0.928454955,0.740198198,0.466292793,-0.538761261,0.659545045
0.685522523,0.654900901,0.40527027,-0.377702703,0.378477477
0.705387387,0.657495495,0.394648649,-0.382486486,0.382612613
0.673918919,0.597756757,0.492693694,-0.433603604,0.407081081
0.694720721,0.744828829,0.612315315,-0.429153153,0.403279279
0.482522523,0.807900901,0.665603604,-0.266036036,0.120477477
0.577054054,0.745828829,0.723648649,-0.205486486,0.081945946
0.912252252,0.586423423,0.72236036,-0.494603604,0.189081081
1.064117117,0.631018018,0.666072072,-0.594720721,0.505216216
0.777252252,0.758756757,0.650693694,-0.496936937,0.265081081
0.674117117,0.857684685,0.588072072,-0.375720721,0.444882883
0.805648649,0.814945946,0.471783784,-0.397171171,0.395351351
0.749166667,0.547666667,0.4065,-0.4415,0.345833333
0.733364865,0.533594595,0.403878378,-0.36495045,0.051968468
0.66622973,0.457189189,0.509923423,-0.334734234,-0.221563063
0.687031532,0.604261261,0.629545045,-0.330283784,-0.225364865
0.829896396,0.510522523,0.670923423,-0.461067568,-0.396896396
1.027427928,0.426783784,0.723301802,-0.164851351,-0.429761261
0.917432432,0.527963964,0.746855856,-0.089891892,-0.406765766
0.617900901,0.704036036,0.740144144,0.117891892,-0.215900901
0.263702703,0.870108108,0.722432432,-0.101324324,-0.163702703
0.243837838,0.867513514,0.733054054,-0.096540541,-0.167837838
0.524833333,0.727,0.7405,-0.120166667,-0.2195
0.701364865,0.647261261,0.695211712,-0.20195045,-0.234698198
0.92622973,0.535855856,0.633256757,-0.475067568,-0.382896396
0.694698198,0.422927928,0.503878378,-0.521283784,-0.358698198
0.765896396,0.487855856,0.38459009,-0.479734234,-0.374896396
0.531099099,0.597963964,0.451855856,-0.204225225,-0.228765766
0.450900901,0.703036036,0.459477477,-0.136441441,-0.199567568
0.223036036,0.720441441,0.613432432,-0.100990991,-0.164036036
0.203171171,0.717846847,0.624054054,-0.096207207,-0.168171171
0.353833333,0.766333333,0.7095,-0.1715,-0.190833333
0.653364865,0.590261261,0.716211712,-0.379283784,-0.381698198
0.87822973,0.478855856,0.654256757,-0.652400901,-0.529896396
0.817698198,0.326594595,0.555878378,-0.647283784,-0.534364865
0.537833333,0.245333333,0.443166667,-0.502166667,-0.377166667
0.255968468,0.070738739,0.247788288,-0.202716216,-0.167968468
0.205567568,0.179702703,0.239477477,-0.142108108,-0.132567568
0.166036036,0.434441441,0.356099099,-0.074657658,-0.103036036
0.339234234,0.748369369,0.565144144,-0.119774775,-0.145900901
0.360036036,0.895441441,0.684765766,-0.115324324,-0.149702703
0.340171171,0.892846847,0.695387387,-0.110540541,-0.153837838
0.430301802,0.789072072,0.682454955,-0.180716216,-0.180968468
0.606833333,0.709333333,0.637166667,-0.2625,-0.196166667
0.909698198,0.480927928,0.763545045,-0.089617117,-0.228031532
1.10722973,0.397189189,0.815923423,0.206599099,-0.260896396
0.860234234,0.323369369,0.768144144,0.295891892,-0.252234234
0.557369369,0.551774775,0.641765766,0.123009009,-0.220369369
0.162504505,0.56818018,0.515054054,-0.095873874,-0.168504505
0.183306306,0.715252252,0.634675676,-0.091423423,-0.172306306
0.252635135,0.464405405,0.502121622,-0.16604955,-0.195635135
0.33377027,0.503810811,0.624743243,-0.224599099,-0.23277027
0.333572072,0.243882883,0.529364865,-0.282481982,-0.270572072
0.70377027,0.351810811,0.645076577,-0.081932432,0.008896396
0.683905405,0.349216216,0.655698198,-0.077148649,0.004761261
0.720522523,0.613900901,0.731603604,-0.028036036,0.050144144
0.330657658,0.763306306,0.721891892,-0.165918919,-0.195657658
0.209792793,0.718711712,0.620513514,-0.097801802,-0.166792793
0.189927928,0.716117117,0.631135135,-0.093018018,-0.170927928
0.299923423,0.614936937,0.607581081,-0.167977477,-0.193923423
0.517121622,0.684864865,0.671292793,-0.250094595,-0.208788288
0.819986486,0.456459459,0.797671171,-0.077211712,-0.240653153
0.984518018,0.452720721,0.732716216,-0.287328829,-0.355518018
1.10404955,0.485981982,0.596761261,-0.437112613,-0.504716216
0.710855856,0.558234234,0.387936937,-0.597702703,-0.483522523
0.696720721,0.635495495,0.459648649,-0.28281982,-0.355720721
0.379855856,0.534900901,0.52127027,-0.055702703,-0.187522523
0.400657658,0.681972973,0.640891892,-0.051252252,-0.191324324
0.209792793,0.718711712,0.620513514,-0.097801802,-0.166792793
0.299923423,0.614936937,0.607581081,-0.167977477,-0.193923423
0.299725225,0.355009009,0.512202703,-0.22586036,-0.231725225
0.476256757,0.27527027,0.466914414,-0.307644144,-0.246923423
0.633121622,0.452864865,0.527626126,-0.326761261,-0.228454955
0.91631982,0.481792793,0.760004505,-0.091211712,-0.226653153
1.113851351,0.398054054,0.812382883,0.205004505,-0.259518018
0.907522523,0.473900901,0.873603604,0.293963964,-0.250522523
0.604657658,0.702306306,0.747225225,0.121081081,-0.218657658
0.461189189,0.834234234,0.73927027,-0.056369369,-0.186855856
0.441324324,0.83163964,0.749891892,-0.051585586,-0.190990991
0.683522523,0.857234234,0.661603604,0.041297297,-0.235855856
0.451990991,0.744306306,0.532225225,-0.004918919,-0.211657658
0.61859009,0.66327027,0.492247748,-0.084310811,-0.228923423
0.572788288,0.560531532,0.524626126,-0.263761261,-0.195121622
0.613256757,0.45027027,0.538247748,-0.321977477,-0.23259009
0.681454955,0.421198198,0.510959459,-0.518094595,-0.361454955
0.752653153,0.486126126,0.391671171,-0.476545045,-0.377653153
0.799522523,0.764900901,0.475936937,-0.420702703,-0.336189189
0.533990991,0.72663964,0.428891892,-0.147252252,-0.188324324
0.306126126,0.744045045,0.582846847,-0.111801802,-0.152792793
0.325990991,0.74663964,0.572225225,-0.116585586,-0.148657658
0.557522523,0.859567568,0.701603604,-0.070369369,-0.172855856
0.537657658,0.856972973,0.712225225,-0.065585586,-0.176990991
0.421459459,0.829045045,0.760513514,-0.046801802,-0.195126126
0.189927928,0.716117117,0.631135135,-0.093018018,-0.170927928
0.44459009,0.608603604,0.553247748,-0.373310811,-0.312923423
0.747454955,0.380198198,0.679626126,-0.200427928,-0.344788288
1.012986486,0.418459459,0.726671171,-0.473878378,-0.492653153
1.084184685,0.483387387,0.607382883,-0.432328829,-0.508851351
0.847855856,0.733234234,0.45927027,-0.612036036,-0.469189189
0.759054054,0.875162162,0.462315315,-0.362486486,-0.298720721
0.482855856,0.924234234,0.632936937,-0.135702703,-0.130189189
0.366657658,0.896306306,0.681225225,-0.116918919,-0.148324324
0.509522523,0.802567568,0.722603604,-0.247702703,-0.319855856
0.738054054,1.153828829,0.034648649,0.120846847,-0.469054054
1.043454955,0.990531532,0.049292793,-0.161094595,-0.368121622
