server,serve_no,point_victor,p1_points_won,p2_points_won,game_victor,set_victor,p1_ace,p2_ace,p1_winner,p2_winner,p1_double_fault,p2_double_fault,p1_unf_err,p2_unf_err,p1_net_pt_won,p2_net_pt_won,p1_break_pt,p2_break_pt,p1_break_pt_won,p2_break_pt_won,p1_break_pt_missed,p2_break_pt_missed,p1_distance_run,p2_distance_run,rally_count,speed_mph,key_point,p1_recent_score,p2_recent_score,p1_first_serve_rate,p2_first_serve_rate,p1_second_serve_rate,p2_second_serve_rate,p1_serve_points_won_rate,p2_serve_points_won_rate,p1_aces_rate,p2_aces_rate,p1_break_point_rate,p2_break_point_rate,p1_score,p2_score,sw_2,sw_3,sw_4,sw_5,sw_6,sd_2,sd_3,rd_2,rd_3
1,1,1,167,160,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,20.27,15.837,5,117,1,4,1,.685185185,.654545455,1,.842105263,.672839506,.648484848,.043209877,.115151515,.351515152,.327160494,5,2,1,0,0,0,0,0,1,0,1
1,1,2,167,161,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.355,4.719,2,108,2,4,1,.687116564,.654545455,1,.842105263,.668711656,.648484848,.042944785,.115151515,.351515152,.331288344,5,3,0,0,0,0,1,0,0,0,0
2,1,2,167,162,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,13.547,13.661,3,120,2,3,2,.687116564,.656626506,1,.842105263,.668711656,.65060241,.042944785,.114457831,.34939759,.331288344,5,4,0,0,1,0,0,0,1,0,1
2,2,2,167,163,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,11.388,9.775,3,110,2,2,3,.687116564,.652694611,1,.844827586,.668711656,.652694611,.042944785,.113772455,.347305389,.331288344,5,5,0,1,0,0,0,0,1,0,1
1,1,1,168,163,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,46.295,44.742,13,122,2,2,3,.68902439,.652694611,1,.844827586,.670731707,.652694611,.042682927,.113772455,.347305389,.329268293,6,5,0,0,0,0,0,0,1,0,0
1,1,1,169,163,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,24.284,48.393,7,127,2,2,3,.690909091,.652694611,1,.844827586,.672727273,.652694611,.042424242,.113772455,.347305389,.327272727,7,5,0,0,1,0,0,0,0,0,1
2,2,2,169,164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.384,21.663,7,97,2,2,3,.690909091,.648809524,1,.847457627,.672727273,.654761905,.042424242,.113095238,.345238095,.327272727,7,6,0,1,0,0,0,0,1,0,1
2,1,2,169,165,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,19.726,17.565,5,129,2,2,3,.690909091,.650887574,1,.847457627,.672727273,.656804734,.042424242,.112426036,.343195266,.327272727,7,7,0,0,1,0,0,0,1,0,1
1,2,2,169,166,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,12.85,18.14,2,87,2,2,3,.686746988,.650887574,1,.847457627,.668674699,.656804734,.042168675,.112426036,.343195266,.331325301,7,8,0,0,1,0,0,0,1,0,1
1,1,2,169,167,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2, ,2,2,3,.688622754,.650887574,1,.847457627,.664670659,.656804734,.041916168,.112426036,.343195266,.335329341,7,9,0,0,0,1,0,1,0,1,0
2,2,2,169,168,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,24.841,19.918,5,97,2,1,4,.688622754,.647058824,1,.85,.664670659,.658823529,.041916168,.111764706,.341176471,.335329341,7,10,0,0,0,0,1,0,0,0,1
1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.431,15.414,3,123,0,0,0,1,.6,.85,.85,1,.66,0,.086,.3,0,0,0,1,0,0,0,0,0,1,0,1
1,1,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7.582,8.545,3, ,0,1,0,1,.6,.85,.85,1,.66,0,.086,.3,0,1,0,0,0,1,0,0,0,1,0,1
1,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.989,10.337,2,88,0,2,0,.666666667,.6,1,.85,.666666667,.66,0,.086,.3,.333333333,1,1,1,0,0,0,0,0,1,0,0
1,2,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.464,6.812,1,90,0,2,1,.5,.6,1,.85,.75,.66,0,.086,.3,.25,2,1,0,1,0,0,0,0,1,0,0
1,2,2,3,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5.772,9.738,2,101,1,3,1,.4,.6,1,.85,.6,.66,0,.086,.3,.4,2,2,0,1,0,0,0,0,1,0,1
1,1,1,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.594,6.557,1,121,1,3,2,.5,.6,1,.85,.666666667,.66,0,.086,.3,.333333333,3,2,0,1,0,0,0,0,0,1,0
2,2,1,5,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,24.558,20.562,6,93,0,3,2,.5,0,1,1,.666666667,0,0,0,1,.333333333,0,0,0,0,1,0,0,0,1,0,1
2,1,2,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.275,5.752,1,111,0,3,2,.5,.5,1,1,.666666667,.5,0,0,.5,.333333333,0,1,0,1,0,0,0,0,1,0,0
2,1,1,6,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,45.465,39.343,10,118,0,3,2,.5,.666666667,1,1,.666666667,.333333333,0,0,.666666667,.333333333,1,1,0,1,0,0,0,0,1,0,1
2,2,1,7,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,18.553,17.717,4,86,0,3,2,.5,.5,1,1,.666666667,.25,0,0,.75,.333333333,2,1,0,0,0,0,1,0,1,0,1
2,1,2,7,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,7.25,6.381,1,105,1,4,1,.5,.6,1,1,.666666667,.4,0,0,.6,.333333333,2,2,0,0,0,0,1,0,0,0,0
2,2,2,7,5,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,19.078,11.126,3,88,1,3,2,.5,.5,1,1,.666666667,.5,0,0,.5,.333333333,2,3,0,0,0,0,1,0,0,1,0
2,2,2,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69.263,66.178,15,97,1,2,3,.5,.428571429,1,1,.666666667,.571428571,0,0,.428571429,.333333333,2,4,0,1,0,0,0,0,1,0,0
2,1,2,7,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.397,13.273,1,118,1,2,3,.5,.5,1,1,.666666667,.625,0,0,.375,.333333333,2,5,0,0,0,0,1,0,1,0,1
1,1,1,8,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.352,8.612,1,123,0,1,4,.571428571,.5,1,1,.714285714,.625,0,0,.375,.285714286,0,0,0,0,1,0,0,0,0,0,1
1,2,2,8,8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6.912,9.81,2,89,0,1,4,.5,.5,1,1,.625,.625,0,0,.375,.375,0,1,0,0,0,0,0,0,1,0,0
1,2,2,8,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.36,9.22,2,104,0,1,4,.444444444,.5,1,1,.555555556,.625,0,0,.375,.444444444,0,2,0,1,0,0,0,0,1,0,0
1,2,2,8,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.808,13.2,2,89,0,1,4,.4,.5,1,1,.5,.625,0,0,.375,.5,0,3,0,1,0,0,0,0,1,0,1
1,2,1,9,10,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,31.083,38.099,7,95,1,1,4,.363636364,.5,1,1,.545454545,.625,0,0,.375,.454545455,1,3,0,0,0,0,0,0,1,0,1
1,2,2,9,11,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,25.96,28.898,10,121,1,2,3,.333333333,.5,1,1,.5,.625,0,0,.375,.5,1,4,0,0,1,0,0,0,0,0,1
2,1,1,10,11,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8.906,5.755,2,119,0,1,4,.333333333,.555555556,1,1,.5,.555555556,0,0,.444444444,.5,0,0,0,0,0,0,1,0,0,0,0
2,1,2,10,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.063,5.037,1,121,0,2,3,.333333333,.6,1,1,.5,.6,0,0,.4,.5,0,1,0,0,1,0,0,0,1,0,0
2,1,2,10,13,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5.276,9.059,1,110,0,2,3,.333333333,.636363636,1,1,.5,.636363636,0,0,.363636364,.5,0,2,0,1,0,0,0,0,1,0,1
2,2,2,10,14,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,11.421,9.907,1,84,0,2,3,.333333333,.583333333,1,1,.5,.666666667,0,0,.333333333,.5,0,3,0,0,0,0,1,0,0,0,0
2,1,2,10,15,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,21.64,20.108,5,123,1,1,4,.333333333,.615384615,1,1,.5,.692307692,0,0,.307692308,.5,0,4,0,0,1,0,0,0,1,0,0
1,1,1,11,15,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,16.717,25.903,5,108,0,1,4,.384615385,.615384615,1,1,.538461538,.692307692,0,0,.307692308,.461538462,0,0,0,0,0,0,1,0,0,0,1
1,2,1,12,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.157,5.886,1,102,0,1,4,.357142857,.615384615,1,1,.571428571,.692307692,0,0,.307692308,.428571429,1,0,0,0,1,0,0,0,1,0,0
1,1,2,12,16,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7.792,11.934,2,107,0,2,3,.4,.615384615,1,1,.533333333,.692307692,0,0,.307692308,.466666667,1,1,0,0,0,0,1,0,0,0,1
1,1,1,13,16,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,76.317,80.367,19,125,0,2,3,.4375,.615384615,1,1,.5625,.692307692,0,0,.307692308,.4375,2,1,0,0,1,0,0,0,1,0,1
1,2,2,13,17,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,19.118,23.309,6,94,1,3,2,.411764706,.615384615,1,1,.529411765,.692307692,0,0,.307692308,.470588235,2,2,0,0,1,0,0,0,1,0,1
1,1,2,13,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.927,9.444,2,116,1,3,2,.444444444,.615384615,1,1,.5,.692307692,0,0,.307692308,.5,2,3,0,1,0,0,0,0,1,0,0
1,1,1,14,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.417,7.556,1,122,1,2,3,.473684211,.615384615,1,1,.526315789,.692307692,0,0,.307692308,.473684211,3,3,0,0,1,0,0,0,0,0,0
1,1,2,14,19,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5.813,8.407,2,117,1,2,3,.5,.615384615,1,1,.5,.692307692,0,0,.307692308,.5,3,4,0,0,1,0,0,0,1,0,1
1,1,1,15,19,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,36.617,39.731,9,113,1,2,3,.523809524,.615384615,1,1,.523809524,.692307692,0,0,.307692308,.476190476,4,4,0,1,0,0,0,0,1,0,0
1,1,1,16,19,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7.917,13.075,3,122,1,2,3,.545454545,.615384615,1,1,.545454545,.692307692,0,0,.307692308,.454545455,5,4,0,0,0,0,1,0,0,0,1
2,1,2,16,20,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,24.208,14.012,5,110,0,3,2,.545454545,.642857143,1,1,.545454545,.714285714,0,0,.285714286,.454545455,0,0,0,0,0,0,1,0,0,1,0
2,1,1,17,20,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,23.42,18.589,4,123,0,3,2,.545454545,.666666667,1,1,.545454545,.666666667,0,0,.333333333,.454545455,1,0,0,0,1,0,0,0,1,0,0
2,1,2,17,21,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,22.331,18.812,5,117,0,3,2,.545454545,.6875,1,1,.545454545,.6875,0,0,.3125,.454545455,1,1,0,0,0,0,1,0,0,0,1
2,2,1,18,21,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,22.33,23.317,6,88,0,3,2,.545454545,.647058824,1,1,.545454545,.647058824,0,0,.352941176,.454545455,2,1,0,0,0,0,0,0,1,0,1
2,1,2,18,22,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,7.964,10.629,3,116,0,3,2,.545454545,.666666667,1,1,.545454545,.666666667,0,0,.333333333,.454545455,2,2,0,0,0,0,1,0,0,1,0
2,1,2,18,23,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,23.736,21.002,3,119,1,2,3,.545454545,.684210526,1,1,.545454545,.684210526,0,0,.315789474,.454545455,2,3,0,0,0,0,1,0,0,0,1
1,1,1,19,23,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,24.521,35.198,5,112,0,2,3,.565217391,.684210526,1,1,.565217391,.684210526,0,0,.315789474,.434782609,0,0,0,0,0,0,1,0,0,0,0
1,1,2,19,24,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6.327,14.963,2,122,0,2,3,.583333333,.684210526,1,1,.541666667,.684210526,0,0,.315789474,.458333333,0,1,0,0,1,0,0,0,1,0,0
1,1,2,19,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.154,30.927,8,122,0,2,3,.6,.684210526,1,1,.52,.684210526,0,0,.315789474,.48,0,2,0,0,1,0,0,0,1,0,0
1,1,1,20,25,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,22.738,25.54,7,112,0,1,4,.615384615,.684210526,1,1,.538461538,.684210526,0,0,.315789474,.461538462,1,2,0,0,1,0,0,0,1,0,1
1,1,1,21,25,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,20.272,30.431,5,108,0,2,3,.62962963,.684210526,1,1,.555555556,.684210526,0,0,.315789474,.444444444,2,2,0,1,0,0,0,0,1,0,0
1,1,1,22,25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.468,6.151,1,127,1,3,2,.642857143,.684210526,1,1,.571428571,.684210526,0,0,.315789474,.428571429,3,2,0,0,1,0,0,0,0,0,1
2,1,1,23,25,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,12.374,8.558,2,115,0,3,2,.642857143,.7,1,1,.571428571,.65,0,0,.35,.428571429,0,0,0,0,0,0,1,0,1,0,0
2,1,2,23,26,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,22.505,24.934,3,121,0,4,1,.642857143,.714285714,1,1,.571428571,.666666667,0,0,.333333333,.428571429,0,1,0,0,0,0,1,0,0,0,1
2,1,2,23,27,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,7.398,14.112,3,122,0,4,1,.642857143,.727272727,1,1,.571428571,.681818182,0,0,.318181818,.428571429,0,2,0,0,1,0,0,0,0,0,1
2,2,2,23,28,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,24.067,16.072,5,91,0,3,2,.642857143,.695652174,1,1,.571428571,.695652174,0,0,.304347826,.428571429,0,3,0,1,0,0,0,0,1,1,0
2,1,2,23,29,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.071,6.051,1,126,1,2,3,.642857143,.708333333,1,1,.571428571,.708333333,0,0,.291666667,.428571429,0,4,0,0,1,0,0,0,1,0,1
1,1,2,23,30,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,20.466,24.562,4,121,1,1,4,.655172414,.708333333,1,1,.551724138,.708333333,0,0,.291666667,.448275862,0,0,0,0,1,0,0,0,1,0,0
1,1,1,24,30,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6.705,8.806,3,116,1,0,5,.666666667,.708333333,1,1,.566666667,.708333333,0,0,.291666667,.433333333,1,0,1,0,0,0,0,0,1,0,0
1,1,1,25,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.896,4.249,1,108,1,1,4,.677419355,.708333333,1,1,.580645161,.708333333,0,0,.291666667,.419354839,2,0,0,1,0,0,0,0,1,0,0
1,1,1,26,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.608,7.499,1,116,1,2,3,.6875,.708333333,1,1,.59375,.708333333,0,0,.291666667,.40625,3,0,0,1,0,0,0,0,1,1,0
1,1,1,27,30,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,33.042,39.986,9,114,2,3,2,.696969697,.708333333,1,1,.606060606,.708333333,0,0,.291666667,.393939394,4,0,0,0,0,0,1,0,0,0,0
2,1,2,27,31,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,.933,.758,1,117,1,4,1,.696969697,.72,1,1,.606060606,.72,0,0,.28,.393939394,0,0,0,0,0,0,1,0,1,1,0
2,2,2,27,32,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,11.804,14.891,3,86,1,4,1,.696969697,.692307692,1,1,.606060606,.730769231,0,0,.269230769,.393939394,0,1,0,1,0,0,0,0,0,0,0
2,1,2,27,33,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,6.807,9.787,3,119,1,3,2,.696969697,.703703704,1,1,.606060606,.740740741,0,0,.259259259,.393939394,0,2,0,0,1,0,0,0,1,1,0
2,2,2,27,34,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5.312,5.936,1,91,2,2,3,.696969697,.678571429,1,1,.606060606,.75,0,0,.25,.393939394,0,3,0,1,0,0,0,0,1,0,0
1,2,2,27,35,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5.009,7.382,2,91,0,1,4,.676470588,.678571429,1,1,.588235294,.75,0,0,.25,.411764706,0,0,1,0,0,0,0,0,1,0,1
1,1,1,28,35,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,19.113,24.327,5,119,0,0,5,.685714286,.678571429,1,1,.6,.75,0,0,.25,.4,1,0,0,1,0,0,0,0,1,0,1
1,1,1,29,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.283,20.9,5,107,0,1,4,.694444444,.678571429,1,1,.611111111,.75,0,0,.25,.388888889,2,0,0,1,0,0,0,0,1,0,0
1,1,1,30,35,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,11.672,13.474,3,121,0,2,3,.702702703,.678571429,1,1,.621621622,.75,0,0,.25,.378378378,3,0,0,0,1,0,0,0,1,0,1
1,2,2,30,36,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,25.642,33.28,8,103,1,3,2,.684210526,.678571429,1,1,.605263158,.75,0,0,.25,.394736842,3,1,0,0,0,0,0,0,1,0,0
1,1,2,30,37,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,22.317,30.675,8,118,1,3,2,.692307692,.678571429,1,1,.58974359,.75,0,0,.25,.41025641,3,2,0,0,1,0,0,0,1,0,1
1,1,1,31,37,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,13.676,13.883,5,117,1,3,2,.7,.678571429,1,1,.6,.75,0,0,.25,.4,4,2,0,1,0,0,0,0,1,1,0
1,1,1,32,37,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6.895,8.964,1,122,1,3,2,.707317073,.678571429,1,1,.609756098,.75,0,0,.25,.390243902,5,2,0,0,1,0,0,0,1,0,1
2,1,1,33,37,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8.371,7.612,2,117,0,3,2,.707317073,.689655172,1,1,.609756098,.724137931,0,0,.275862069,.390243902,0,0,0,0,0,0,1,0,1,0,1
2,2,2,33,38,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,26.014,25.19,7,85,0,3,2,.707317073,.666666667,1,1,.609756098,.733333333,0,0,.266666667,.390243902,0,1,0,1,0,0,0,0,1,0,1
2,1,2,33,39,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3.699,9.696,1,118,0,3,2,.707317073,.677419355,1,1,.609756098,.741935484,0,0,.258064516,.390243902,0,2,0,0,0,0,1,0,0,0,1
2,2,2,33,40,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,40.27,41.417,11,87,0,3,2,.707317073,.65625,1,1,.609756098,.75,0,0,.25,.390243902,0,3,0,0,0,0,0,0,1,0,1
2,2,1,34,40,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,22.274,25.415,6,102,1,2,3,.707317073,.636363636,1,1,.609756098,.727272727,0,0,.272727273,.390243902,1,3,0,1,0,0,0,0,1,0,0
2,1,2,34,41,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89.403,70.197,19,122,1,2,3,.707317073,.647058824,1,1,.609756098,.735294118,0,0,.264705882,.390243902,1,4,0,1,0,0,0,0,1,0,0
1,1,2,34,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.046,10.073,2,111,0,1,4,.714285714,.647058824,1,1,.595238095,.735294118,0,0,.264705882,.404761905,0,0,0,0,0,0,1,0,1,0,1
1,1,1,35,42,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,12.75,13.811,3,117,0,1,4,.720930233,.647058824,1,1,.604651163,.735294118,0,0,.264705882,.395348837,1,0,0,1,0,0,0,0,1,0,0
1,1,2,35,43,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,20.655,27.214,6,121,0,2,3,.727272727,.647058824,1,1,.590909091,.735294118,0,0,.264705882,.409090909,1,1,0,0,0,0,1,0,1,0,0
1,1,1,36,43,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,29.65,35.965,5,123,0,2,3,.733333333,.647058824,1,1,.6,.735294118,0,0,.264705882,.4,2,1,0,0,0,0,1,0,0,1,0
1,2,2,36,44,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,20.962,24.076,6,102,0,2,3,.717391304,.647058824,1,1,.586956522,.735294118,0,0,.264705882,.413043478,2,2,0,0,0,0,0,0,1,0,1
1,1,1,37,44,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,.883,.996,1,124,1,2,3,.723404255,.647058824,1,1,.595744681,.735294118,.021276596,0,.264705882,.404255319,3,2,0,0,0,0,1,0,0,1,0
1,1,1,38,44,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,17.164,25.281,5,111,1,3,2,.729166667,.647058824,1,1,.604166667,.735294118,.020833333,0,.264705882,.395833333,4,2,0,0,0,0,1,0,0,0,1
1,1,1,39,44,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,46.853,44.608,11,116,1,3,2,.734693878,.647058824,1,1,.612244898,.735294118,.020408163,0,.264705882,.387755102,5,2,0,0,1,0,0,0,1,0,0
2,1,1,40,44,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,19.064,12.414,2,120,0,4,1,.734693878,.657142857,1,1,.612244898,.714285714,.020408163,0,.285714286,.387755102,0,0,0,0,0,0,1,0,0,0,0
2,2,1,41,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114.549,127.983,34,87,0,4,1,.734693878,.638888889,1,1,.612244898,.694444444,.020408163,0,.305555556,.387755102,1,0,0,1,0,0,0,0,0,0,0
2,1,1,42,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.738,10.141,2,112,0,5,0,.734693878,.648648649,1,1,.612244898,.675675676,.020408163,0,.324324324,.387755102,2,0,0,0,0,0,1,0,0,0,1
2,2,1,43,44,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,5.675,6.345,0,0,1,5,0,.734693878,.631578947,1,.928571429,.612244898,.657894737,.020408163,0,.342105263,.387755102,3,0,0,0,0,0,1,0,0,1,0
1,1,1,44,44,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,13.282,13.984,3,121,0,5,0,.74,.631578947,1,.928571429,.62,.657894737,.02,0,.342105263,.38,0,0,0,0,1,0,0,0,1,0,1
1,1,2,44,45,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,12.015,14.767,4,122,0,5,0,.745098039,.631578947,1,.928571429,.607843137,.657894737,.019607843,0,.342105263,.392156863,0,1,0,0,0,0,1,0,0,1,0
1,2,1,45,45,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,44.124,45.264,13,106,0,4,1,.730769231,.631578947,1,.928571429,.615384615,.657894737,.019230769,0,.342105263,.384615385,1,1,0,1,0,0,0,0,1,0,1
1,1,2,45,46,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,13.365,11.518,2,120,0,4,1,.735849057,.631578947,1,.928571429,.603773585,.657894737,.018867925,0,.342105263,.396226415,1,2,0,0,1,0,0,0,1,0,1
1,1,2,45,47,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,14.219,16.108,4,125,0,3,2,.740740741,.631578947,1,.928571429,.592592593,.657894737,.018518519,0,.342105263,.407407407,1,3,0,0,1,0,0,0,1,0,0
1,1,1,46,47,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,33.852,31.331,9,126,1,2,3,.745454545,.631578947,1,.928571429,.6,.657894737,.018181818,0,.342105263,.4,2,3,1,0,0,0,0,0,1,0,1
1,2,1,47,47,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,.763,.93,7,100,1,2,3,.732142857,.631578947,1,.928571429,.607142857,.657894737,.017857143,0,.342105263,.392857143,3,3,0,0,0,0,1,0,0,1,0
1,2,1,48,47,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.756,7.161,1,95,1,3,2,.719298246,.631578947,1,.928571429,.614035088,.657894737,.01754386,0,.342105263,.385964912,4,3,0,1,0,0,0,0,1,0,1
2,1,2,48,48,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,9.796,9.49,3,107,0,3,2,.719298246,.641025641,1,.928571429,.614035088,.666666667,.01754386,0,.333333333,.385964912,0,0,0,0,0,0,1,0,0,1,0
2,1,2,48,49,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,14.819,9.544,3,112,0,3,2,.719298246,.65,1,.928571429,.614035088,.675,.01754386,0,.325,.385964912,0,1,0,0,0,0,1,0,0,1,0
2,2,1,49,49,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7.638,6.388,2,95,0,3,2,.719298246,.634146341,1,.933333333,.614035088,.658536585,.01754386,0,.341463415,.385964912,1,1,1,0,0,0,0,0,0,0,1
2,1,2,49,50,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6.388,7.654,1,99,0,3,2,.719298246,.642857143,1,.933333333,.614035088,.666666667,.01754386,0,.333333333,.385964912,1,2,0,0,0,0,1,0,0,0,1
